file_path,Storage,Common,E2E,Client,best_module,best_likelihood
src\main\java\teammates\common\exception\HttpRequestFailedException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\EntityAlreadyExistsException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\InvalidParametersException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\package-info.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\EntityDoesNotExistException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\EmailSendingException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\DeadlineExceededException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\InstructorUpdateException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\EnrollException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\AuthException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\exception\SearchServiceException.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\AppUrl.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\FileHelper.java,0.00,99.00,1.00,0.00,Common,99.00
src\main\java\teammates\common\util\Logger.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\EmailWrapper.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\FieldValidator.java,1.00,99.00,0.00,0.00,Common,99.00
src\main\java\teammates\common\util\Const.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\JsonUtils.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\EmailSendingStatus.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\EmailType.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\HttpRequestHelper.java,0.00,99.00,0.00,1.00,Common,99.00
src\main\java\teammates\common\util\HttpRequest.java,0.00,99.00,0.00,1.00,Common,99.00
src\main\java\teammates\common\util\Config.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\package-info.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\StdOutConsoleHandler.java,0.00,99.00,0.00,1.00,Common,99.00
src\main\java\teammates\common\util\SanitizationHelper.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\TimeHelper.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\Templates.java,0.00,99.00,0.00,1.00,Common,99.00
src\main\java\teammates\common\util\RequestTracer.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\Url.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\TzdbResourceZoneRulesProvider.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\TaskWrapper.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\common\util\StringHelper.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\logic\api\AuthProxy.java,0.00,5.00,0.00,95.00,Client,95.00
src\main\java\teammates\logic\api\RecaptchaVerifier.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\logic\api\EmailGenerator.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\logic\api\EmailSender.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\logic\api\LogsProcessor.java,85.00,10.00,0.00,5.00,Storage,85.00
src\main\java\teammates\logic\api\TaskQueuer.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\api\Logic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\api\package-info.java,0.00,90.00,0.00,10.00,Common,90.00
src\main\java\teammates\logic\api\UserProvision.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\logic\core\DataBundleLogic.java,95.00,3.00,1.00,1.00,Storage,95.00
src\main\java\teammates\logic\core\AccountRequestsLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\CoursesLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\FeedbackResponseCommentsLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\LogicStarter.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\AccountsLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\FeedbackSessionsLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\NotificationsLogic.java,90.00,5.00,0.00,5.00,Storage,90.00
src\main\java\teammates\logic\core\FeedbackResponsesLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\FeedbackQuestionsLogic.java,10.00,0.00,0.00,0.00,None,10.00
src\main\java\teammates\logic\core\StudentsLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\DeadlineExtensionsLogic.java,95.00,5.00,0.00,0.00,Storage,95.00
src\main\java\teammates\logic\core\UsageStatisticsLogic.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\logic\core\package-info.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\core\InstructorsLogic.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\EmptyRecaptchaService.java,0.00,0.00,90.00,0.00,E2E,90.00
src\main\java\teammates\logic\external\LogService.java,90.00,3.00,2.00,5.00,Storage,90.00
src\main\java\teammates\logic\external\EmailSenderService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\LocalTaskQueueService.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\logic\external\LocalLoggingService.java,0.00,0.00,95.00,5.00,E2E,95.00
src\main\java\teammates\logic\external\EmptyAuthService.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\logic\external\AuthService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\GoogleRecaptchaService.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\logic\external\GoogleCloudLoggingService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\FirebaseAuthService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\EmptyEmailService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\GoogleCloudTasksService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\MailgunService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\package-info.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\logic\external\TaskQueueService.java,5.00,10.00,0.00,85.00,Client,85.00
src\main\java\teammates\logic\external\MailjetService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\logic\external\RecaptchaService.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\teammates\logic\external\SendgridService.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\storage\api\AccountsDb.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\api\AccountRequestsDb.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\api\NotificationsDb.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\api\FeedbackResponsesDb.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\api\FeedbackSessionsDb.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\api\FeedbackQuestionsDb.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\api\EntitiesDb.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\api\DatastoreEmulatorRunner.java,95.00,2.00,2.00,1.00,Storage,95.00
src\main\java\teammates\storage\api\FeedbackResponseCommentsDb.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\api\CoursesDb.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\api\InstructorsDb.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\api\DeadlineExtensionsDb.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\api\package-info.java,95.00,2.00,2.00,1.00,Storage,95.00
src\main\java\teammates\storage\api\OfyHelper.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\api\StudentsDb.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\api\UsageStatisticsDb.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\entity\BaseEntity.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\entity\DeadlineExtension.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\entity\FeedbackSession.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\entity\Course.java,95.00,4.00,0.00,0.00,Storage,95.00
src\main\java\teammates\storage\entity\FeedbackResponseComment.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\entity\FeedbackQuestion.java,100.00,0.00,0.00,0.00,Storage,100.00
src\main\java\teammates\storage\entity\Instructor.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\entity\Account.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\entity\AccountRequest.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\entity\FeedbackResponse.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\entity\Notification.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\entity\CourseStudent.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\entity\package-info.java,95.00,4.00,0.00,0.00,Storage,95.00
src\main\java\teammates\storage\entity\UsageStatistics.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\search\AccountRequestSearchDocument.java,95.00,5.00,0.00,0.00,Storage,95.00
src\main\java\teammates\storage\search\SearchManager.java,95.00,4.00,0.00,0.00,Storage,95.00
src\main\java\teammates\storage\search\InstructorSearchDocument.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\search\SearchManagerFactory.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\search\package-info.java,95.00,3.00,1.00,1.00,Storage,95.00
src\main\java\teammates\storage\search\SearchManagerStarter.java,95.00,3.00,1.00,1.00,Storage,95.00
src\main\java\teammates\storage\search\SearchDocument.java,95.00,4.00,0.00,0.00,Storage,95.00
src\main\java\teammates\storage\search\StudentSearchManager.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\search\InstructorSearchManager.java,99.00,1.00,0.00,0.00,Storage,99.00
src\main\java\teammates\storage\search\StudentSearchDocument.java,98.00,2.00,0.00,0.00,Storage,98.00
src\main\java\teammates\storage\search\AccountRequestSearchManager.java,95.00,3.00,1.00,1.00,Storage,95.00
src\main\java\teammates\ui\constants\QuestionTypeStructures.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\constants\package-info.java,5.00,15.00,0.00,80.00,Client,80.00
src\main\java\teammates\ui\constants\DefaultInstructorPermissions.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\constants\ApiConst.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\constants\ResourceEndpoints.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\CourseSectionNamesData.java,5.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\ApiOutput.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\AccountRequestsData.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\CommentVisibilityType.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\AccountRequestData.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\CourseData.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\output\AuthInfo.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\AccountsData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\AccountData.java,0.00,80.00,0.00,0.00,Common,80.00
src\main\java\teammates\ui\output\CoursesData.java,5.00,85.00,0.00,10.00,Common,85.00
src\main\java\teammates\ui\output\CourseArchiveData.java,0.00,85.00,0.00,0.00,Common,85.00
src\main\java\teammates\ui\output\ActionClasses.java,0.00,10.00,0.00,0.00,None,10.00
src\main\java\teammates\ui\output\DeadlineExtensionData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackQuestionRecipientsData.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\EmailData.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\FeedbackSessionData.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\FeedbackQuestionData.java,5.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\FeedbackResponseData.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\FeedbackResponseCommentData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackQuestionsData.java,5.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackSessionLogData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackResponsesData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackQuestionRecipientData.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\ui\output\FeedbackSessionLogEntryData.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackSessionStatsData.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackSessionPublishStatus.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\FeedbackSessionSubmissionStatus.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\FeedbackSessionSubmittedGiverSet.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\FeedbackSessionLogsData.java,0.00,30.00,0.00,0.00,None,30.00
src\main\java\teammates\ui\output\FeedbackVisibilityType.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\ui\output\EnrollStudentsData.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\ui\output\HasResponsesData.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\GeneralLogsData.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\InstructorData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\InstructorPermissionRole.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\FeedbackSessionsData.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\ui\output\JoinLinkData.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\InstructorsData.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\output\JoinState.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\InstructorPrivilegeData.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\output\JoinStatus.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\output\NotificationsData.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\output\NotificationData.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\MessageOutput.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\NumberOfEntitiesToGiveFeedbackToSetting.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\OngoingSession.java,5.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\OngoingSessionsData.java,5.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\output\ReadNotificationsData.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\output\RegkeyValidityData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\ResponseVisibleSetting.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\SendLoginEmailResponseData.java,0.00,85.00,0.00,0.00,Common,85.00
src\main\java\teammates\ui\output\RegenerateKeyData.java,0.00,30.00,0.00,0.00,None,30.00
src\main\java\teammates\ui\output\SessionResultsData.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\ui\output\SessionVisibleSetting.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\output\StudentsData.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\StudentData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\TimeZonesData.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\output\UsageStatisticsData.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\output\UsageStatisticsRangeData.java,0.00,85.00,0.00,0.00,Common,85.00
src\main\java\teammates\ui\output\SessionLinksRecoveryResponseData.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\ui\output\package-info.java,0.00,30.00,0.00,0.00,None,30.00
src\main\java\teammates\ui\request\FeedbackQuestionBasicRequest.java,0.00,100.00,0.00,0.00,Common,100.00
src\main\java\teammates\ui\request\FeedbackQuestionCreateRequest.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\request\ErrorReportRequest.java,5.00,85.00,3.00,7.00,Common,85.00
src\main\java\teammates\ui\request\AccountCreateRequest.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\request\CourseCreateRequest.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\request\FeedbackQuestionUpdateRequest.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\request\FeedbackResponseCommentCreateRequest.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\request\BasicRequest.java,5.00,15.00,0.00,80.00,Client,80.00
src\main\java\teammates\ui\request\FeedbackResponseCommentBasicRequest.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\request\CourseArchiveRequest.java,0.00,90.00,0.00,10.00,Common,90.00
src\main\java\teammates\ui\request\CourseUpdateRequest.java,0.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\request\CourseBasicRequest.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\request\FeedbackResponsesRequest.java,10.00,80.00,0.00,0.00,Common,80.00
src\main\java\teammates\ui\request\FeedbackSessionCreateRequest.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\request\FeedbackSessionBasicRequest.java,5.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\request\FeedbackSessionRespondentRemindRequest.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\request\InstructorCreateRequest.java,5.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\request\FeedbackSessionRemindRequest.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\request\InstructorPrivilegeUpdateRequest.java,5.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\request\FeedbackSessionUpdateRequest.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\request\Intent.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\request\MarkNotificationAsReadRequest.java,5.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\request\InvalidHttpRequestBodyException.java,0.00,95.00,0.00,0.00,Common,95.00
src\main\java\teammates\ui\request\NotificationCreateRequest.java,5.00,90.00,2.00,3.00,Common,90.00
src\main\java\teammates\ui\request\NotificationUpdateRequest.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\request\NotificationBasicRequest.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\request\StudentsEnrollRequest.java,5.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\request\SendEmailRequest.java,5.00,85.00,2.00,3.00,Common,85.00
src\main\java\teammates\ui\request\StudentUpdateRequest.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\request\package-info.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\request\FeedbackResponseCommentUpdateRequest.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\servlets\LegacyUrlMapper.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\OAuth2CallbackServlet.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\WebApiServlet.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\servlets\package-info.java,5.00,5.00,5.00,85.00,Client,85.00
src\main\java\teammates\ui\servlets\OriginCheckFilter.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\HealthCheckServlet.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\DevServerLoginServlet.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\LogoutServlet.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\LoginServlet.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\RequestTraceFilter.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\AuthServlet.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\WebSecurityHeaderFilter.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\servlets\WebPageServlet.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\AuthType.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\webapi\AccountRequestSearchIndexingWorkerAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\BinCourseAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\ActionMappingException.java,0.00,95.00,0.00,5.00,Common,95.00
src\main\java\teammates\ui\webapi\AdminOnlyAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\AdminExceptionTestAction.java,0.00,0.00,95.00,5.00,E2E,95.00
src\main\java\teammates\ui\webapi\ActionResult.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\teammates\ui\webapi\ArchiveCourseAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\BasicFeedbackSubmissionAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\ActionFactory.java,0.00,5.00,0.00,90.00,Client,90.00
src\main\java\teammates\ui\webapi\BasicCommentSubmissionAction.java,15.00,10.00,0.00,0.00,None,15.00
src\main\java\teammates\ui\webapi\BinFeedbackSessionAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\CalculateUsageStatisticsAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\CreateAccountRequestAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\CreateAccountAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\CreateFeedbackSessionLogAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\CompileLogsAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\CreateFeedbackSessionAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\CreateCourseAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\Action.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\CreateInstructorAction.java,0.00,0.00,0.00,5.00,None,5.00
src\main\java\teammates\ui\webapi\CreateFeedbackQuestionAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\CreateNotificationAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\CreateFeedbackResponseCommentAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\DatastoreBackupAction.java,10.00,0.00,0.00,90.00,Client,90.00
src\main\java\teammates\ui\webapi\DeleteAccountAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\DeleteDataBundleAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\DeleteAccountRequestAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\DeleteCourseAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\DeleteFeedbackQuestionAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\DeleteInstructorAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\DeleteNotificationAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\DeleteFeedbackResponseCommentAction.java,0.00,0.00,0.00,65.00,Client,65.00
src\main\java\teammates\ui\webapi\DeleteStudentsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\DeleteStudentAction.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\teammates\ui\webapi\EntityNotFoundException.java,5.00,90.00,0.00,5.00,Common,90.00
src\main\java\teammates\ui\webapi\EnrollStudentsAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\FeedbackSessionClosingRemindersAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\FeedbackSessionOpeningSoonRemindersAction.java,0.00,5.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\FeedbackSessionOpeningRemindersAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\FeedbackSessionPublishedRemindersAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\DeleteFeedbackSessionAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\FeedbackSessionPublishedEmailWorkerAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\FeedbackSessionRemindEmailWorkerAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\FeedbackSessionClosedRemindersAction.java,0.00,0.00,0.00,100.00,Client,100.00
src\main\java\teammates\ui\webapi\FeedbackSessionRemindParticularUsersEmailWorkerAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\FeedbackSessionResendPublishedEmailWorkerAction.java,0.00,0.00,0.00,95.00,Client,95.00
src\main\java\teammates\ui\webapi\GateKeeper.java,5.00,90.00,0.00,0.00,Common,90.00
src\main\java\teammates\ui\webapi\FeedbackSessionUnpublishedEmailWorkerAction.java,0.00,0.00,0.00,100.00,Client,100.00
