Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
celery,concurrency,backends/cassandra.py,backends,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20
celery,concurrency,concurrency/base.py,None,app,83.29,app,83.29,app,83.29,app,83.29,app,83.29,app,83.29,app,83.29,app,83.29,None,83.29
celery,concurrency,events/state.py,events,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51
celery,concurrency,backends/couchbase.py,backends,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57
celery,concurrency,bin/logtool.py,bin,bin,123.45,bin,123.45,bin,123.45,bin,123.45,bin,123.45,bin,123.45,bin,123.45,bin,123.45,bin,123.45
celery,concurrency,worker/components.py,worker,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04
celery,concurrency,contrib/rdb.py,contrib,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22,contrib,92.22
celery,concurrency,utils/debug.py,utils,utils,113.74,utils,113.74,utils,113.74,utils,113.74,utils,113.74,utils,113.74,utils,113.74,utils,113.74,utils,113.74
celery,concurrency,bin/result.py,bin,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28,bin,122.28
celery,concurrency,backends/elasticsearch.py,backends,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99
celery,concurrency,backends/s3.py,backends,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72
celery,concurrency,utils/dispatch/signal.py,utils,utils,80.98,utils,80.98,utils,80.98,utils,80.98,utils,80.98,utils,80.98,utils,80.98,utils,80.98,None,80.98
celery,concurrency,events/receiver.py,events,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52,events,149.52
celery,concurrency,canvas.py,bin,app,89.15,app,89.15,app,89.15,app,89.15,app,89.15,app,89.15,app,89.15,app,89.15,None,89.15
celery,concurrency,backends/consul.py,backends,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,backends,82.42,None,82.42
celery,concurrency,worker/consumer/heart.py,worker,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53,events,143.53
celery,concurrency,worker/consumer/gossip.py,worker,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56,events,168.56
celery,concurrency,result.py,bin,backends,94.92,backends,94.92,backends,94.92,backends,94.92,backends,94.92,backends,94.92,backends,94.92,backends,94.92,backends,94.92
celery,concurrency,bin/upgrade.py,bin,bin,141.92,bin,141.92,bin,141.92,bin,141.92,bin,141.92,bin,141.92,bin,141.92,bin,141.92,bin,141.92
celery,concurrency,app/trace.py,app,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93,loaders,104.93
celery,concurrency,worker/worker.py,worker,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65,events,148.65
celery,concurrency,contrib/testing/manager.py,contrib,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98,contrib,134.98
celery,concurrency,utils/static/__init__.py,utils,utils,90.68,utils,90.68,utils,90.68,utils,90.68,utils,90.68,utils,90.68,utils,90.68,utils,90.68,utils,90.68
celery,concurrency,utils/log.py,utils,utils,124.85,utils,124.85,utils,124.85,utils,124.85,utils,124.85,utils,124.85,utils,124.85,utils,124.85,utils,124.85
celery,concurrency,app/control.py,app,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72,events,105.72
celery,concurrency,loaders/base.py,loaders,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38,loaders,129.38
celery,concurrency,utils/annotations.py,utils,utils,83.47,utils,83.47,utils,83.47,utils,83.47,utils,83.47,utils,83.47,utils,83.47,utils,83.47,None,83.47
celery,concurrency,apps/worker.py,app,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96,loaders,150.96
celery,concurrency,bin/worker.py,bin,bin,180.86,bin,180.86,bin,180.86,bin,180.86,bin,180.86,bin,180.86,bin,180.86,bin,180.86,bin,180.86
celery,concurrency,apps/__init__.py,app,app,48.16,app,48.16,app,48.16,app,48.16,None,48.16,None,48.16,None,48.16,None,48.16,None,48.16
celery,concurrency,bin/__init__.py,bin,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44,bin,99.44
celery,concurrency,security/utils.py,security,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53,security,135.53
celery,concurrency,__main__.py,bin,None,5.33,None,5.33,None,5.33,None,5.33,None,5.33,None,5.33,None,5.33,None,5.33,None,5.33
celery,concurrency,app/amqp.py,app,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31,events,123.31
celery,concurrency,app/annotations.py,app,app,62.74,app,62.74,app,62.74,app,62.74,app,62.74,app,62.74,None,62.74,None,62.74,None,62.74
celery,concurrency,local.py,bin,app,86.34,app,86.34,app,86.34,app,86.34,app,86.34,app,86.34,app,86.34,app,86.34,None,86.34
celery,concurrency,beat.py,bin,app,90.55,app,90.55,app,90.55,app,90.55,app,90.55,app,90.55,app,90.55,app,90.55,app,90.55
celery,concurrency,worker/request.py,worker,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51,events,204.51
celery,concurrency,security/__init__.py,security,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20,security,167.20
celery,concurrency,utils/dispatch/__init__.py,utils,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,utils,86.93,None,86.93
celery,concurrency,app/defaults.py,app,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93,events,140.93
celery,concurrency,backends/azureblockblob.py,backends,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66,backends,106.66
celery,concurrency,utils/abstract.py,utils,utils,85.46,utils,85.46,utils,85.46,utils,85.46,utils,85.46,utils,85.46,utils,85.46,utils,85.46,None,85.46
celery,concurrency,utils/saferepr.py,utils,utils,72.57,utils,72.57,utils,72.57,utils,72.57,utils,72.57,utils,72.57,utils,72.57,None,72.57,None,72.57
celery,concurrency,apps/beat.py,app,app,82.83,app,82.83,app,82.83,app,82.83,app,82.83,app,82.83,app,82.83,app,82.83,None,82.83
celery,concurrency,backends/cosmosdbsql.py,backends,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70,backends,117.70
celery,contrib,worker/consumer/delayed_delivery.py,worker,bin,112.42,bin,112.42,bin,112.42,bin,112.42,bin,112.42,bin,112.42,bin,112.42,bin,112.42,bin,112.42
celery,contrib,app/registry.py,app,app,78.90,app,78.90,app,78.90,app,78.90,app,78.90,app,78.90,app,78.90,None,78.90,None,78.90
celery,contrib,app/backends.py,app,backends,175.62,backends,175.62,backends,175.62,backends,175.62,backends,175.62,backends,175.62,backends,175.62,backends,175.62,backends,175.62
celery,contrib,bin/list.py,bin,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39,bin,118.39
celery,contrib,backends/filesystem.py,backends,backends,120.85,backends,120.85,backends,120.85,backends,120.85,backends,120.85,backends,120.85,backends,120.85,backends,120.85,backends,120.85
celery,contrib,worker/autoscale.py,worker,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49,concurrency,135.49
celery,contrib,worker/consumer/control.py,worker,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,worker,86.21,None,86.21
celery,contrib,worker/heartbeat.py,worker,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56,events,110.56
celery,contrib,utils/threads.py,utils,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,utils,85.36,None,85.36
celery,contrib,exceptions.py,bin,backends,52.12,backends,52.12,backends,52.12,backends,52.12,backends,52.12,None,52.12,None,52.12,None,52.12,None,52.12
celery,contrib,app/utils.py,app,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48,events,98.48
celery,contrib,contrib/migrate.py,None,app,98.68,app,98.68,app,98.68,app,98.68,app,98.68,app,98.68,app,98.68,app,98.68,app,98.68
celery,contrib,utils/sysinfo.py,utils,utils,82.43,utils,82.43,utils,82.43,utils,82.43,utils,82.43,utils,82.43,utils,82.43,utils,82.43,None,82.43
celery,contrib,events/dumper.py,events,events,166.17,events,166.17,events,166.17,events,166.17,events,166.17,events,166.17,events,166.17,events,166.17,events,166.17
celery,contrib,backends/__init__.py,backends,backends,81.80,backends,81.80,backends,81.80,backends,81.80,backends,81.80,backends,81.80,backends,81.80,backends,81.80,None,81.80
celery,contrib,__init__.py,bin,concurrency,138.76,concurrency,138.76,concurrency,138.76,concurrency,138.76,concurrency,138.76,concurrency,138.76,concurrency,138.76,concurrency,138.76,concurrency,138.76
celery,contrib,contrib/abortable.py,None,backends,59.74,backends,59.74,backends,59.74,backends,59.74,backends,59.74,None,59.74,None,59.74,None,59.74,None,59.74
celery,contrib,backends/couchdb.py,backends,backends,91.28,backends,91.28,backends,91.28,backends,91.28,backends,91.28,backends,91.28,backends,91.28,backends,91.28,backends,91.28
celery,contrib,contrib/testing/worker.py,None,concurrency,146.91,concurrency,146.91,concurrency,146.91,concurrency,146.91,concurrency,146.91,concurrency,146.91,concurrency,146.91,concurrency,146.91,concurrency,146.91
celery,contrib,loaders/__init__.py,loaders,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36,loaders,171.36
celery,contrib,utils/time.py,utils,utils,106.73,utils,106.73,utils,106.73,utils,106.73,utils,106.73,utils,106.73,utils,106.73,utils,106.73,utils,106.73
celery,contrib,worker/consumer/mingle.py,worker,events,144.98,events,144.98,events,144.98,events,144.98,events,144.98,events,144.98,events,144.98,events,144.98,events,144.98
celery,contrib,app/__init__.py,app,app,77.35,app,77.35,app,77.35,app,77.35,app,77.35,app,77.35,app,77.35,None,77.35,None,77.35
celery,contrib,bin/base.py,bin,bin,129.40,bin,129.40,bin,129.40,bin,129.40,bin,129.40,bin,129.40,bin,129.40,bin,129.40,bin,129.40
celery,contrib,bin/events.py,bin,bin,140.78,bin,140.78,bin,140.78,bin,140.78,bin,140.78,bin,140.78,bin,140.78,bin,140.78,bin,140.78
celery,contrib,app/base.py,app,fixups,226.56,fixups,226.56,fixups,226.56,fixups,226.56,fixups,226.56,fixups,226.56,fixups,226.56,fixups,226.56,fixups,226.56
celery,contrib,loaders/app.py,loaders,loaders,97.00,loaders,97.00,loaders,97.00,loaders,97.00,loaders,97.00,loaders,97.00,loaders,97.00,loaders,97.00,loaders,97.00
celery,contrib,signals.py,bin,worker,94.72,worker,94.72,worker,94.72,worker,94.72,worker,94.72,worker,94.72,worker,94.72,worker,94.72,worker,94.72
celery,contrib,backends/dynamodb.py,backends,backends,90.07,backends,90.07,backends,90.07,backends,90.07,backends,90.07,backends,90.07,backends,90.07,backends,90.07,backends,90.07
celery,contrib,backends/mongodb.py,backends,backends,135.87,backends,135.87,backends,135.87,backends,135.87,backends,135.87,backends,135.87,backends,135.87,backends,135.87,backends,135.87
celery,contrib,backends/redis.py,backends,backends,144.30,backends,144.30,backends,144.30,backends,144.30,backends,144.30,backends,144.30,backends,144.30,backends,144.30,backends,144.30
celery,contrib,concurrency/__init__.py,concurrency,concurrency,146.12,concurrency,146.12,concurrency,146.12,concurrency,146.12,concurrency,146.12,concurrency,146.12,concurrency,146.12,concurrency,146.12,concurrency,146.12
celery,contrib,utils/timer2.py,utils,utils,86.84,utils,86.84,utils,86.84,utils,86.84,utils,86.84,utils,86.84,utils,86.84,utils,86.84,None,86.84
celery,contrib,concurrency/gevent.py,concurrency,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87,concurrency,96.87
celery,contrib,contrib/testing/app.py,None,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68,worker,100.68
celery,contrib,events/cursesmon.py,events,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15,bin,170.15
celery,contrib,worker/consumer/connection.py,worker,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,worker,89.05,None,89.05
celery,contrib,worker/loops.py,worker,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43,events,160.43
celery,contrib,concurrency/solo.py,concurrency,concurrency,116.07,concurrency,116.07,concurrency,116.07,concurrency,116.07,concurrency,116.07,concurrency,116.07,concurrency,116.07,concurrency,116.07,concurrency,116.07
celery,contrib,security/certificate.py,security,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54,security,129.54
celery,contrib,backends/gcs.py,backends,backends,140.34,backends,140.34,backends,140.34,backends,140.34,backends,140.34,backends,140.34,backends,140.34,backends,140.34,backends,140.34
celery,contrib,contrib/testing/tasks.py,None,bin,10.75,None,10.75,None,10.75,None,10.75,None,10.75,None,10.75,None,10.75,None,10.75,None,10.75
celery,contrib,utils/iso8601.py,utils,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,utils,80.60,None,80.60
celery,contrib,bin/control.py,bin,bin,124.92,bin,124.92,bin,124.92,bin,124.92,bin,124.92,bin,124.92,bin,124.92,bin,124.92,bin,124.92
celery,contrib,utils/functional.py,utils,utils,84.40,utils,84.40,utils,84.40,utils,84.40,utils,84.40,utils,84.40,utils,84.40,utils,84.40,None,84.40
celery,contrib,backends/database/session.py,backends,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,backends,85.41,None,85.41
celery,contrib,worker/consumer/__init__.py,worker,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42,events,104.42
celery,contrib,loaders/default.py,loaders,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20,loaders,163.20
celery,contrib,backends/base.py,backends,backends,152.82,backends,152.82,backends,152.82,backends,152.82,backends,152.82,backends,152.82,backends,152.82,backends,152.82,backends,152.82
celery,contrib,concurrency/eventlet.py,concurrency,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68,concurrency,122.68
celery,contrib,utils/term.py,utils,utils,82.15,utils,82.15,utils,82.15,utils,82.15,utils,82.15,utils,82.15,utils,82.15,utils,82.15,None,82.15
celery,contrib,bin/graph.py,bin,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72,worker,140.72
celery,contrib,schedules.py,bin,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14,events,150.14
celery,contrib,bin/shell.py,bin,bin,171.31,bin,171.31,bin,171.31,bin,171.31,bin,171.31,bin,171.31,bin,171.31,bin,171.31,bin,171.31
celery,contrib,bin/multi.py,bin,bin,160.07,bin,160.07,bin,160.07,bin,160.07,bin,160.07,bin,160.07,bin,160.07,bin,160.07,bin,160.07
celery,contrib,utils/serialization.py,utils,utils,92.94,utils,92.94,utils,92.94,utils,92.94,utils,92.94,utils,92.94,utils,92.94,utils,92.94,utils,92.94
celery,contrib,utils/graph.py,utils,bin,90.32,bin,90.32,bin,90.32,bin,90.32,bin,90.32,bin,90.32,bin,90.32,bin,90.32,bin,90.32
celery,contrib,worker/__init__.py,worker,worker,68.60,worker,68.60,worker,68.60,worker,68.60,worker,68.60,worker,68.60,None,68.60,None,68.60,None,68.60
celery,contrib,events/dispatcher.py,events,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56,events,164.56
celery,contrib,contrib/django/task.py,None,app,47.69,app,47.69,app,47.69,app,47.69,None,47.69,None,47.69,None,47.69,None,47.69,None,47.69
celery,contrib,fixups/django.py,fixups,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29,fixups,220.29
celery,contrib,utils/objects.py,utils,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75,utils,91.75
celery,contrib,concurrency/asynpool.py,concurrency,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24,events,145.24
celery,contrib,worker/consumer/events.py,worker,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75,events,204.75
celery,contrib,fixups/__init__.py,fixups,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26,fixups,141.26
celery,contrib,security/serialization.py,security,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98,security,160.98
celery,contrib,bin/purge.py,bin,bin,152.25,bin,152.25,bin,152.25,bin,152.25,bin,152.25,bin,152.25,bin,152.25,bin,152.25,bin,152.25
celery,contrib,backends/database/models.py,backends,backends,97.86,backends,97.86,backends,97.86,backends,97.86,backends,97.86,backends,97.86,backends,97.86,backends,97.86,backends,97.86
celery,contrib,platforms.py,bin,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02,security,129.02
celery,contrib,bootsteps.py,bin,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12,worker,94.12
celery,contrib,events/__init__.py,events,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36,events,150.36
celery,contrib,contrib/pytest.py,None,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50,worker,113.50
celery,contrib,utils/imports.py,utils,utils,99.64,utils,99.64,utils,99.64,utils,99.64,utils,99.64,utils,99.64,utils,99.64,utils,99.64,utils,99.64
celery,contrib,concurrency/prefork.py,concurrency,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22,concurrency,125.22
celery,contrib,states.py,bin,events,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87,None,12.87
celery,contrib,worker/control.py,worker,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53,events,165.53
celery,contrib,contrib/sphinx.py,None,app,80.30,app,80.30,app,80.30,app,80.30,app,80.30,app,80.30,app,80.30,app,80.30,None,80.30
celery,contrib,utils/collections.py,utils,bin,106.23,bin,106.23,bin,106.23,bin,106.23,bin,106.23,bin,106.23,bin,106.23,bin,106.23,bin,106.23
celery,contrib,apps/multi.py,app,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,worker,84.83,None,84.83
celery,contrib,backends/cache.py,backends,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72,backends,166.72
celery,contrib,worker/consumer/agent.py,worker,worker,75.33,worker,75.33,worker,75.33,worker,75.33,worker,75.33,worker,75.33,worker,75.33,None,75.33,None,75.33
celery,contrib,worker/consumer/consumer.py,worker,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55,events,166.55
celery,contrib,app/events.py,app,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51,events,116.51
celery,contrib,contrib/django/__init__.py,None,None,4.05,None,4.05,None,4.05,None,4.05,None,4.05,None,4.05,None,4.05,None,4.05,None,4.05
celery,contrib,app/autoretry.py,app,app,66.28,app,66.28,app,66.28,app,66.28,app,66.28,app,66.28,None,66.28,None,66.28,None,66.28
celery,contrib,bin/amqp.py,bin,bin,138.01,bin,138.01,bin,138.01,bin,138.01,bin,138.01,bin,138.01,bin,138.01,bin,138.01,bin,138.01
celery,contrib,events/event.py,events,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31,events,155.31
celery,contrib,backends/asynchronous.py,backends,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06,events,217.06
celery,contrib,utils/deprecated.py,utils,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,utils,89.09,None,89.09
celery,contrib,contrib/__init__.py,None,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48
celery,contrib,app/builtins.py,app,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52,bin,100.52
celery,contrib,events/snapshot.py,events,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04,events,158.04
celery,contrib,utils/nodenames.py,utils,utils,83.02,utils,83.02,utils,83.02,utils,83.02,utils,83.02,utils,83.02,utils,83.02,utils,83.02,None,83.02
celery,contrib,worker/state.py,worker,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05,worker,91.05
celery,contrib,contrib/testing/__init__.py,None,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48,None,3.48
celery,contrib,worker/strategy.py,worker,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20,events,200.20
celery,contrib,backends/database/__init__.py,backends,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49,backends,136.49
celery,contrib,bin/celery.py,bin,bin,166.14,bin,166.14,bin,166.14,bin,166.14,bin,166.14,bin,166.14,bin,166.14,bin,166.14,bin,166.14
celery,contrib,backends/rpc.py,backends,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78,backends,150.78
celery,contrib,_state.py,bin,fixups,120.20,fixups,120.20,fixups,120.20,fixups,120.20,fixups,120.20,fixups,120.20,fixups,120.20,fixups,120.20,fixups,120.20
celery,contrib,app/log.py,app,worker,78.37,worker,78.37,worker,78.37,worker,78.37,worker,78.37,worker,78.37,worker,78.37,None,78.37,None,78.37
celery,contrib,concurrency/thread.py,concurrency,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14,concurrency,123.14
celery,contrib,security/key.py,security,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49,security,142.49
celery,contrib,utils/__init__.py,utils,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,utils,88.16,None,88.16
celery,contrib,bin/beat.py,bin,bin,145.14,bin,145.14,bin,145.14,bin,145.14,bin,145.14,bin,145.14,bin,145.14,bin,145.14,bin,145.14
celery,contrib,bin/migrate.py,bin,bin,130.44,bin,130.44,bin,130.44,bin,130.44,bin,130.44,bin,130.44,bin,130.44,bin,130.44,bin,130.44
celery,contrib,app/routes.py,app,app,59.91,app,59.91,app,59.91,app,59.91,app,59.91,None,59.91,None,59.91,None,59.91,None,59.91
celery,contrib,bin/call.py,bin,bin,114.72,bin,114.72,bin,114.72,bin,114.72,bin,114.72,bin,114.72,bin,114.72,bin,114.72,bin,114.72
celery,contrib,app/task.py,app,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31,events,128.31
celery,contrib,utils/quorum_queues.py,utils,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,utils,87.49,None,87.49
celery,contrib,worker/consumer/tasks.py,worker,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98,worker,112.98
celery,contrib,worker/pidbox.py,worker,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29,events,142.29
celery,contrib,contrib/testing/mocks.py,None,app,60.56,app,60.56,app,60.56,app,60.56,app,60.56,app,60.56,None,60.56,None,60.56,None,60.56
celery,contrib,backends/arangodb.py,backends,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05,backends,134.05
celery,contrib,utils/text.py,utils,utils,83.69,utils,83.69,utils,83.69,utils,83.69,utils,83.69,utils,83.69,utils,83.69,utils,83.69,None,83.69
celery,contrib,backends/cassandra.py,backends,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20,backends,118.20
celery,contrib,concurrency/base.py,concurrency,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95,concurrency,124.95
celery,contrib,events/state.py,events,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51,events,182.51
celery,contrib,backends/couchbase.py,backends,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57,backends,124.57
celery,contrib,bin/logtool.py,bin,bin,123.43,bin,123.43,bin,123.43,bin,123.43,bin,123.43,bin,123.43,bin,123.43,bin,123.43,bin,123.43
celery,contrib,worker/components.py,worker,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04,events,185.04
celery,contrib,contrib/rdb.py,None,bin,81.26,bin,81.26,bin,81.26,bin,81.26,bin,81.26,bin,81.26,bin,81.26,bin,81.26,None,81.26
celery,contrib,utils/debug.py,utils,utils,111.90,utils,111.90,utils,111.90,utils,111.90,utils,111.90,utils,111.90,utils,111.90,utils,111.90,utils,111.90
celery,contrib,bin/result.py,bin,bin,122.31,bin,122.31,bin,122.31,bin,122.31,bin,122.31,bin,122.31,bin,122.31,bin,122.31,bin,122.31
celery,contrib,backends/elasticsearch.py,backends,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99,backends,128.99
celery,contrib,backends/s3.py,backends,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72,backends,112.72
