Project,Module,File,GT,LLMProb@10,Score@10,LLMProb@20,Score@20,LLMProb@30,Score@30,LLMProb@40,Score@40,LLMProb@50,Score@50,LLMProb@60,Score@60,LLMProb@70,Score@70,LLMProb@80,Score@80,LLMProb@90,Score@90
celery,bin,utils/sysinfo.py,utils,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00
celery,bin,exceptions.py,None,app,80.00,app,80.00,app,80.00,app,80.00,app,80.00,app,80.00,app,80.00,None,80.00,None,80.00
celery,bin,backends/couchbase.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,bin,app/routes.py,app,app,70.00,app,70.00,app,70.00,app,70.00,app,70.00,app,70.00,None,70.00,None,70.00,None,70.00
celery,bin,app/log.py,app,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,None,90.00
celery,bin,contrib/abortable.py,contrib,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00
celery,bin,worker/consumer/gossip.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,bin,app/task.py,app,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,None,85.00
celery,bin,bin/amqp.py,None,None,35.00,None,35.00,None,35.00,None,35.00,None,35.00,None,35.00,None,35.00,None,35.00,None,35.00
celery,bin,security/serialization.py,security,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00
celery,bin,concurrency/gevent.py,concurrency,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00
celery,bin,concurrency/__init__.py,concurrency,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00,concurrency,95.00
celery,bin,worker/consumer/__init__.py,worker,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,None,90.00
celery,bin,contrib/testing/__init__.py,contrib,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
celery,bin,worker/state.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,bin,fixups/django.py,fixups,fixups,95.00,fixups,95.00,fixups,95.00,fixups,95.00,fixups,95.00,fixups,95.00,fixups,95.00,fixups,95.00,fixups,95.00
celery,bin,worker/loops.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,bin,bin/purge.py,None,utils,70.00,utils,70.00,utils,70.00,utils,70.00,utils,70.00,utils,70.00,None,70.00,None,70.00,None,70.00
celery,bin,backends/cassandra.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,bin,app/registry.py,app,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,None,90.00
celery,bin,bin/base.py,None,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00
celery,bin,app/builtins.py,app,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,None,85.00
celery,bin,events/__init__.py,events,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00
celery,bin,utils/quorum_queues.py,utils,worker,80.00,worker,80.00,worker,80.00,worker,80.00,worker,80.00,worker,80.00,worker,80.00,None,80.00,None,80.00
celery,bin,app/amqp.py,app,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,None,90.00
celery,bin,security/certificate.py,security,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00
celery,bin,bin/upgrade.py,None,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,None,90.00
celery,bin,local.py,None,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,bin,contrib/testing/manager.py,contrib,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,None,85.00
celery,bin,contrib/testing/app.py,contrib,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,None,90.00
celery,bin,bin/events.py,None,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00
celery,bin,app/backends.py,app,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,bin,backends/base.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,bin,result.py,None,backends,65.00,backends,65.00,backends,65.00,backends,65.00,backends,65.00,backends,65.00,None,65.00,None,65.00,None,65.00
celery,bin,backends/cosmosdbsql.py,backends,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
celery,bin,utils/objects.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,bin,worker/consumer/consumer.py,worker,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,None,85.00
celery,bin,backends/consul.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,bin,backends/cache.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,bin,apps/worker.py,app,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00
celery,bin,concurrency/prefork.py,concurrency,concurrency,100.00,concurrency,100.00,concurrency,100.00,concurrency,100.00,concurrency,100.00,concurrency,100.00,concurrency,100.00,concurrency,100.00,concurrency,100.00
celery,bin,worker/control.py,worker,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00
celery,bin,utils/dispatch/__init__.py,utils,events,60.00,events,60.00,events,60.00,events,60.00,events,60.00,None,60.00,None,60.00,None,60.00,None,60.00
celery,bin,worker/worker.py,worker,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00
celery,bin,bin/multi.py,None,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00
celery,bin,app/base.py,app,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00
celery,bin,events/snapshot.py,events,events,80.00,events,80.00,events,80.00,events,80.00,events,80.00,events,80.00,events,80.00,None,80.00,None,80.00
celery,concurrency,loaders/default.py,loaders,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00
celery,concurrency,utils/__init__.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,worker/__init__.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,loaders/__init__.py,loaders,loaders,95.00,loaders,95.00,loaders,95.00,loaders,95.00,loaders,95.00,loaders,95.00,loaders,95.00,loaders,95.00,loaders,95.00
celery,concurrency,backends/filesystem.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,states.py,bin,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,None,90.00
celery,concurrency,_state.py,bin,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00
celery,concurrency,utils/iso8601.py,utils,utils,70.00,utils,70.00,utils,70.00,utils,70.00,utils,70.00,utils,70.00,None,70.00,None,70.00,None,70.00
celery,concurrency,worker/components.py,worker,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00
celery,concurrency,worker/consumer/events.py,worker,events,80.00,events,80.00,events,80.00,events,80.00,events,80.00,events,80.00,events,80.00,None,80.00,None,80.00
celery,concurrency,worker/consumer/agent.py,worker,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,None,85.00
celery,concurrency,app/annotations.py,app,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00
celery,concurrency,worker/request.py,worker,worker,70.00,worker,70.00,worker,70.00,worker,70.00,worker,70.00,worker,70.00,None,70.00,None,70.00,None,70.00
celery,concurrency,bin/result.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,events/dispatcher.py,events,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00
celery,concurrency,contrib/sphinx.py,contrib,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00
celery,concurrency,backends/dynamodb.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,concurrency,worker/consumer/heart.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,bin/control.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,contrib/rdb.py,contrib,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00
celery,concurrency,utils/annotations.py,utils,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,None,90.00
celery,concurrency,bin/worker.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,utils/graph.py,utils,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00
celery,concurrency,security/utils.py,security,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00
celery,concurrency,utils/timer2.py,utils,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,bin/shell.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,app/events.py,app,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00
celery,concurrency,events/state.py,events,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00
celery,concurrency,contrib/testing/mocks.py,contrib,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,contrib,85.00,None,85.00
celery,concurrency,backends/database/session.py,backends,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,None,90.00
celery,concurrency,backends/asynchronous.py,backends,backends,85.00,backends,85.00,backends,85.00,backends,85.00,backends,85.00,backends,85.00,backends,85.00,backends,85.00,None,85.00
celery,concurrency,__init__.py,bin,utils,55.00,utils,55.00,utils,55.00,utils,55.00,utils,55.00,None,55.00,None,55.00,None,55.00,None,55.00
celery,concurrency,apps/beat.py,app,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,bootsteps.py,bin,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,None,85.00
celery,concurrency,backends/gcs.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,concurrency/eventlet.py,None,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,backends/mongodb.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,schedules.py,bin,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,worker,85.00,None,85.00
celery,concurrency,utils/serialization.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,utils/static/__init__.py,utils,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00
celery,concurrency,bin/call.py,bin,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00
celery,concurrency,app/control.py,app,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,bin/migrate.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,app/defaults.py,app,loaders,70.00,loaders,70.00,loaders,70.00,loaders,70.00,loaders,70.00,loaders,70.00,None,70.00,None,70.00,None,70.00
celery,concurrency,worker/autoscale.py,worker,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00,worker,100.00
celery,concurrency,bin/__init__.py,bin,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
celery,concurrency,events/dumper.py,events,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00
celery,concurrency,utils/imports.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,backends/azureblockblob.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,concurrency,bin/list.py,bin,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00
celery,concurrency,utils/debug.py,utils,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,None,90.00
celery,concurrency,app/utils.py,app,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,backends/database/__init__.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,concurrency,utils/deprecated.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,bin/beat.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,backends/couchdb.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,concurrency,utils/functional.py,utils,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,None,90.00
celery,concurrency,bin/logtool.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,contrib/migrate.py,contrib,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,None,90.00
celery,concurrency,canvas.py,bin,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,None,85.00
celery,concurrency,contrib/pytest.py,contrib,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00,contrib,95.00
celery,concurrency,worker/consumer/control.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,concurrency/asynpool.py,None,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,None,90.00
celery,concurrency,concurrency/thread.py,None,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,None,90.00
celery,concurrency,backends/database/models.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,concurrency,utils/abstract.py,utils,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00
celery,concurrency,utils/collections.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,utils/threads.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,fixups/__init__.py,fixups,fixups,100.00,fixups,100.00,fixups,100.00,fixups,100.00,fixups,100.00,fixups,100.00,fixups,100.00,fixups,100.00,fixups,100.00
celery,concurrency,contrib/django/__init__.py,contrib,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
celery,concurrency,backends/rpc.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,backends/arangodb.py,backends,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00,backends,95.00
celery,concurrency,bin/celery.py,bin,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00
celery,concurrency,backends/__init__.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,contrib/testing/tasks.py,contrib,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,contrib,90.00,None,90.00
celery,concurrency,utils/term.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,concurrency/base.py,None,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,worker/strategy.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,backends/elasticsearch.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,app/autoretry.py,app,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,None,85.00
celery,concurrency,events/receiver.py,events,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00,events,100.00
celery,concurrency,beat.py,bin,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,app,90.00,None,90.00
celery,concurrency,signals.py,bin,events,90.00,events,90.00,events,90.00,events,90.00,events,90.00,events,90.00,events,90.00,events,90.00,None,90.00
celery,concurrency,contrib/__init__.py,contrib,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
celery,concurrency,utils/log.py,utils,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,utils,90.00,None,90.00
celery,concurrency,backends/s3.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,concurrency/solo.py,None,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,app/__init__.py,app,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00
celery,concurrency,worker/heartbeat.py,worker,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,None,90.00
celery,concurrency,events/event.py,events,events,85.00,events,85.00,events,85.00,events,85.00,events,85.00,events,85.00,events,85.00,events,85.00,None,85.00
celery,concurrency,security/__init__.py,security,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00,security,95.00
celery,concurrency,security/key.py,security,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00
celery,concurrency,utils/nodenames.py,utils,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,backends/redis.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,apps/multi.py,app,bin,70.00,bin,70.00,bin,70.00,bin,70.00,bin,70.00,bin,70.00,None,70.00,None,70.00,None,70.00
celery,concurrency,events/cursesmon.py,events,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00
celery,concurrency,utils/saferepr.py,utils,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00,utils,95.00
celery,concurrency,platforms.py,bin,utils,70.00,utils,70.00,utils,70.00,utils,70.00,utils,70.00,utils,70.00,None,70.00,None,70.00,None,70.00
celery,concurrency,bin/graph.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,__main__.py,bin,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00,bin,100.00
celery,concurrency,contrib/django/task.py,contrib,contrib,80.00,contrib,80.00,contrib,80.00,contrib,80.00,contrib,80.00,contrib,80.00,contrib,80.00,None,80.00,None,80.00
celery,concurrency,utils/time.py,utils,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00
celery,concurrency,worker/pidbox.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,worker/consumer/delayed_delivery.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,worker/consumer/mingle.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,app/trace.py,app,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,None,85.00
celery,concurrency,loaders/base.py,loaders,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00
celery,concurrency,worker/consumer/connection.py,worker,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,worker,90.00,None,90.00
celery,concurrency,loaders/app.py,loaders,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00,loaders,100.00
celery,concurrency,apps/__init__.py,app,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
celery,concurrency,utils/dispatch/signal.py,utils,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00,events,95.00
celery,concurrency,utils/text.py,utils,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00
celery,concurrency,contrib/testing/worker.py,contrib,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,worker/consumer/tasks.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,utils/sysinfo.py,utils,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00,utils,100.00
celery,concurrency,exceptions.py,bin,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00,None,30.00
celery,concurrency,backends/couchbase.py,backends,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00,backends,100.00
celery,concurrency,app/routes.py,app,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00,app,95.00
celery,concurrency,app/log.py,app,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,None,85.00
celery,concurrency,contrib/abortable.py,contrib,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00,contrib,100.00
celery,concurrency,worker/consumer/gossip.py,worker,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00,worker,95.00
celery,concurrency,app/task.py,app,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,app,85.00,None,85.00
celery,concurrency,bin/amqp.py,bin,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00,bin,95.00
celery,concurrency,security/serialization.py,security,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00,security,100.00
