Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
bigbluebutton,FreeSWITCH__Presentation Conversion__Redis DB,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommandResult.java,None,FSESL,80.96,FSESL,80.96,FSESL,80.96,FSESL,80.96,FSESL,80.96,FSESL,80.96,FSESL,80.96,FSESL,80.96,None,80.96
bigbluebutton,FreeSWITCH__Presentation Conversion__Redis DB,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundClientHandler.java,None,FSESL,100.82,FSESL,100.82,FSESL,100.82,FSESL,100.82,FSESL,100.82,FSESL,100.82,FSESL,100.82,FSESL,100.82,FSESL,100.82
bigbluebutton,FreeSWITCH__Presentation Conversion__Redis DB,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisAwareCommunicator.java,None,Redis PubSub,169.42,Redis PubSub,169.42,Redis PubSub,169.42,Redis PubSub,169.42,Redis PubSub,169.42,Redis PubSub,169.42,Redis PubSub,169.42,Redis PubSub,169.42,Redis PubSub,169.42
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java,BBB web,BBB web,88.06,BBB web,88.06,BBB web,88.06,BBB web,88.06,BBB web,88.06,BBB web,88.06,BBB web,88.06,BBB web,88.06,None,88.06
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Bezier.java,Apps,Apps,53.27,Apps,53.27,Apps,53.27,Apps,53.27,Apps,53.27,None,53.27,None,53.27,None,53.27,None,53.27
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/TextFileCreatorImp.java,None,BBB web,92.63,BBB web,92.63,BBB web,92.63,BBB web,92.63,BBB web,92.63,BBB web,92.63,BBB web,92.63,BBB web,92.63,BBB web,92.63
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/SvgConversionHandler.java,None,BBB web,83.66,BBB web,83.66,BBB web,83.66,BBB web,83.66,BBB web,83.66,BBB web,83.66,BBB web,83.66,BBB web,83.66,None,83.66
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetAllUsersCommand.java,FreeSWITCH,FreeSWITCH,109.32,FreeSWITCH,109.32,FreeSWITCH,109.32,FreeSWITCH,109.32,FreeSWITCH,109.32,FreeSWITCH,109.32,FreeSWITCH,109.32,FreeSWITCH,109.32,FreeSWITCH,109.32
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PresentationConvertMessage.java,None,BBB web,80.05,BBB web,80.05,BBB web,80.05,BBB web,80.05,BBB web,80.05,BBB web,80.05,BBB web,80.05,BBB web,80.05,None,80.05
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/MuteUserCommand.java,FreeSWITCH,FreeSWITCH,104.62,FreeSWITCH,104.62,FreeSWITCH,104.62,FreeSWITCH,104.62,FreeSWITCH,104.62,FreeSWITCH,104.62,FreeSWITCH,104.62,FreeSWITCH,104.62,FreeSWITCH,104.62
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionUpdateMessage.java,None,BBB web,85.39,BBB web,85.39,BBB web,85.39,BBB web,85.39,BBB web,85.39,BBB web,85.39,BBB web,85.39,BBB web,85.39,None,85.39
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PresentationUrlDownloadService.java,None,BBB web,93.39,BBB web,93.39,BBB web,93.39,BBB web,93.39,BBB web,93.39,BBB web,93.39,BBB web,93.39,BBB web,93.39,BBB web,93.39
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Pdf2PngPageConverterHandler.java,None,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,None,82.64
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionServiceImp.java,None,BBB web,91.32,BBB web,91.32,BBB web,91.32,BBB web,91.32,BBB web,91.32,BBB web,91.32,BBB web,91.32,BBB web,91.32,BBB web,91.32
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java,BBB web,BBB web,88.10,BBB web,88.10,BBB web,88.10,BBB web,88.10,BBB web,88.10,BBB web,88.10,BBB web,88.10,BBB web,88.10,None,88.10
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java,BBB web,BBB web,87.94,BBB web,87.94,BBB web,87.94,BBB web,87.94,BBB web,87.94,BBB web,87.94,BBB web,87.94,BBB web,87.94,None,87.94
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageSlidesGenerationService.java,None,BBB web,84.89,BBB web,84.89,BBB web,84.89,BBB web,84.89,BBB web,84.89,BBB web,84.89,BBB web,84.89,BBB web,84.89,None,84.89
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageConverter.java,None,BBB web,84.12,BBB web,84.12,BBB web,84.12,BBB web,84.12,BBB web,84.12,BBB web,84.12,BBB web,84.12,BBB web,84.12,None,84.12
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/HeartbeatThread.java,FreeSWITCH,FSESL,96.24,FSESL,96.24,FSESL,96.24,FSESL,96.24,FSESL,96.24,FSESL,96.24,FSESL,96.24,FSESL,96.24,FSESL,96.24
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/GetUsersCommand.java,FreeSWITCH,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java,BBB web,BBB web,47.03,BBB web,47.03,BBB web,47.03,BBB web,47.03,None,47.03,None,47.03,None,47.03,None,47.03,None,47.03
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/Office2PdfPageConverter.java,None,BBB web,92.44,BBB web,92.44,BBB web,92.44,BBB web,92.44,BBB web,92.44,BBB web,92.44,BBB web,92.44,BBB web,92.44,BBB web,92.44
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java,None,BBB web,87.59,BBB web,87.59,BBB web,87.59,BBB web,87.59,BBB web,87.59,BBB web,87.59,BBB web,87.59,BBB web,87.59,None,87.59
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,FreeSWITCH,FreeSWITCH,107.09,FreeSWITCH,107.09,FreeSWITCH,107.09,FreeSWITCH,107.09,FreeSWITCH,107.09,FreeSWITCH,107.09,FreeSWITCH,107.09,FreeSWITCH,107.09,FreeSWITCH,107.09
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java,FreeSWITCH,FreeSWITCH,102.53,FreeSWITCH,102.53,FreeSWITCH,102.53,FreeSWITCH,102.53,FreeSWITCH,102.53,FreeSWITCH,102.53,FreeSWITCH,102.53,FreeSWITCH,102.53,FreeSWITCH,102.53
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,None,BBB web,85.04,BBB web,85.04,BBB web,85.04,BBB web,85.04,BBB web,85.04,BBB web,85.04,BBB web,85.04,BBB web,85.04,None,85.04
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,None,BBB web,82.68,BBB web,82.68,BBB web,82.68,BBB web,82.68,BBB web,82.68,BBB web,82.68,BBB web,82.68,BBB web,82.68,None,82.68
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java,Apps,Apps,59.02,Apps,59.02,Apps,59.02,Apps,59.02,Apps,59.02,None,59.02,None,59.02,None,59.02,None,59.02
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundPipelineFactory.java,FreeSWITCH,FSESL,100.10,FSESL,100.10,FSESL,100.10,FSESL,100.10,FSESL,100.10,FSESL,100.10,FSESL,100.10,FSESL,100.10,FSESL,100.10
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/EjectUserCommand.java,FreeSWITCH,FreeSWITCH,105.37,FreeSWITCH,105.37,FreeSWITCH,105.37,FreeSWITCH,105.37,FreeSWITCH,105.37,FreeSWITCH,105.37,FreeSWITCH,105.37,FreeSWITCH,105.37,FreeSWITCH,105.37
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java,FreeSWITCH,FreeSWITCH,100.17,FreeSWITCH,100.17,FreeSWITCH,100.17,FreeSWITCH,100.17,FreeSWITCH,100.17,FreeSWITCH,100.17,FreeSWITCH,100.17,FreeSWITCH,100.17,FreeSWITCH,100.17
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageConversionStarted.java,None,BBB web,82.67,BBB web,82.67,BBB web,82.67,BBB web,82.67,BBB web,82.67,BBB web,82.67,BBB web,82.67,BBB web,82.67,None,82.67
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/MimeTypeUtils.java,None,BBB web,85.98,BBB web,85.98,BBB web,85.98,BBB web,85.98,BBB web,85.98,BBB web,85.98,BBB web,85.98,BBB web,85.98,None,85.98
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslHeaders.java,FreeSWITCH,FSESL,121.28,FSESL,121.28,FSESL,121.28,FSESL,121.28,FSESL,121.28,FSESL,121.28,FSESL,121.28,FSESL,121.28,FSESL,121.28
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,BBB web,BBB web,87.69,BBB web,87.69,BBB web,87.69,BBB web,87.69,BBB web,87.69,BBB web,87.69,BBB web,87.69,BBB web,87.69,None,87.69
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/BigPdfException.java,None,BBB web,81.00,BBB web,81.00,BBB web,81.00,BBB web,81.00,BBB web,81.00,BBB web,81.00,BBB web,81.00,BBB web,81.00,None,81.00
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/CommandResponse.java,FreeSWITCH,FSESL,107.08,FSESL,107.08,FSESL,107.08,FSESL,107.08,FSESL,107.08,FSESL,107.08,FSESL,107.08,FSESL,107.08,FSESL,107.08
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java,BBB web,BBB web,94.59,BBB web,94.59,BBB web,94.59,BBB web,94.59,BBB web,94.59,BBB web,94.59,BBB web,94.59,BBB web,94.59,BBB web,94.59
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AbstractCommandHandler.java,None,BBB web,83.36,BBB web,83.36,BBB web,83.36,BBB web,83.36,BBB web,83.36,BBB web,83.36,BBB web,83.36,BBB web,83.36,None,83.36
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/RecordCommand.java,FreeSWITCH,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46,FreeSWITCH,106.46
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java,FreeSWITCH,FreeSWITCH,103.84,FreeSWITCH,103.84,FreeSWITCH,103.84,FreeSWITCH,103.84,FreeSWITCH,103.84,FreeSWITCH,103.84,FreeSWITCH,103.84,FreeSWITCH,103.84,FreeSWITCH,103.84
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,None,BBB web,88.77,BBB web,88.77,BBB web,88.77,BBB web,88.77,BBB web,88.77,BBB web,88.77,BBB web,88.77,BBB web,88.77,None,88.77
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java,None,BBB web,81.64,BBB web,81.64,BBB web,81.64,BBB web,81.64,BBB web,81.64,BBB web,81.64,BBB web,81.64,BBB web,81.64,None,81.64
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/EslEventListener.java,FreeSWITCH,FSESL,94.81,FSESL,94.81,FSESL,94.81,FSESL,94.81,FSESL,94.81,FSESL,94.81,FSESL,94.81,FSESL,94.81,FSESL,94.81
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java,None,BBB web,48.17,BBB web,48.17,BBB web,48.17,BBB web,48.17,None,48.17,None,48.17,None,48.17,None,48.17,None,48.17
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java,FreeSWITCH,FSESL,91.33,FSESL,91.33,FSESL,91.33,FSESL,91.33,FSESL,91.33,FSESL,91.33,FSESL,91.33,FSESL,91.33,FSESL,91.33
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,FreeSWITCH,FSESL,102.35,FSESL,102.35,FSESL,102.35,FSESL,102.35,FSESL,102.35,FSESL,102.35,FSESL,102.35,FSESL,102.35,FSESL,102.35
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,None,BBB web,88.51,BBB web,88.51,BBB web,88.51,BBB web,88.51,BBB web,88.51,BBB web,88.51,BBB web,88.51,BBB web,88.51,None,88.51
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/AbstractOutboundClientHandler.java,FreeSWITCH,FSESL,112.59,FSESL,112.59,FSESL,112.59,FSESL,112.59,FSESL,112.59,FSESL,112.59,FSESL,112.59,FSESL,112.59,FSESL,112.59
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,None,BBB web,84.73,BBB web,84.73,BBB web,84.73,BBB web,84.73,BBB web,84.73,BBB web,84.73,BBB web,84.73,BBB web,84.73,None,84.73
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountExceeded.java,None,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,None,82.66
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/IEslProtocolListener.java,FreeSWITCH,FSESL,110.60,FSESL,110.60,FSESL,110.60,FSESL,110.60,FSESL,110.60,FSESL,110.60,FSESL,110.60,FSESL,110.60,FSESL,110.60
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,None,BBB web,83.87,BBB web,83.87,BBB web,83.87,BBB web,83.87,BBB web,83.87,BBB web,83.87,BBB web,83.87,BBB web,83.87,None,83.87
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/DefaultManagerConnection.java,FreeSWITCH,FSESL,87.10,FSESL,87.10,FSESL,87.10,FSESL,87.10,FSESL,87.10,FSESL,87.10,FSESL,87.10,FSESL,87.10,None,87.10
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,FreeSWITCH,FreeSWITCH,111.09,FreeSWITCH,111.09,FreeSWITCH,111.09,FreeSWITCH,111.09,FreeSWITCH,111.09,FreeSWITCH,111.09,FreeSWITCH,111.09,FreeSWITCH,111.09,FreeSWITCH,111.09
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationConversionCompletionService.java,None,BBB web,92.79,BBB web,92.79,BBB web,92.79,BBB web,92.79,BBB web,92.79,BBB web,92.79,BBB web,92.79,BBB web,92.79,BBB web,92.79
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfFontType3DetectorHandler.java,None,BBB web,83.24,BBB web,83.24,BBB web,83.24,BBB web,83.24,BBB web,83.24,BBB web,83.24,BBB web,83.24,BBB web,83.24,None,83.24
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageAnalyser.java,None,BBB web,83.68,BBB web,83.68,BBB web,83.68,BBB web,83.68,BBB web,83.68,BBB web,83.68,BBB web,83.68,BBB web,83.68,None,83.68
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/Keys.java,None,BBB web,45.28,BBB web,45.28,BBB web,45.28,BBB web,45.28,None,45.28,None,45.28,None,45.28,None,45.28,None,45.28
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageToSend.java,None,BBB web,42.18,BBB web,42.18,BBB web,42.18,BBB web,42.18,None,42.18,None,42.18,None,42.18,None,42.18,None,42.18
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,FreeSWITCH,FreeSWITCH,110.85,FreeSWITCH,110.85,FreeSWITCH,110.85,FreeSWITCH,110.85,FreeSWITCH,110.85,FreeSWITCH,110.85,FreeSWITCH,110.85,FreeSWITCH,110.85,FreeSWITCH,110.85
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SvgImageCreatorImp.java,None,BBB web,91.63,BBB web,91.63,BBB web,91.63,BBB web,91.63,BBB web,91.63,BBB web,91.63,BBB web,91.63,BBB web,91.63,BBB web,91.63
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,BBB web,BBB web,92.25,BBB web,92.25,BBB web,92.25,BBB web,92.25,BBB web,92.25,BBB web,92.25,BBB web,92.25,BBB web,92.25,BBB web,92.25
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AddNamespaceToSvgHandler.java,None,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,None,82.64
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java,FreeSWITCH,FSESL,92.51,FSESL,92.51,FSESL,92.51,FSESL,92.51,FSESL,92.51,FSESL,92.51,FSESL,92.51,FSESL,92.51,FSESL,92.51
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountFailed.java,None,BBB web,82.73,BBB web,82.73,BBB web,82.73,BBB web,82.73,BBB web,82.73,BBB web,82.73,BBB web,82.73,BBB web,82.73,None,82.73
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageExtractor.java,None,BBB web,84.07,BBB web,84.07,BBB web,84.07,BBB web,84.07,BBB web,84.07,BBB web,84.07,BBB web,84.07,BBB web,84.07,None,84.07
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageCounter.java,None,BBB web,83.76,BBB web,83.76,BBB web,83.76,BBB web,83.76,BBB web,83.76,BBB web,83.76,BBB web,83.76,BBB web,83.76,None,83.76
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslMessage.java,FreeSWITCH,FSESL,98.15,FSESL,98.15,FSESL,98.15,FSESL,98.15,FSESL,98.15,FSESL,98.15,FSESL,98.15,FSESL,98.15,FSESL,98.15
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageDistributor.java,None,BBB web,46.20,BBB web,46.20,BBB web,46.20,BBB web,46.20,None,46.20,None,46.20,None,46.20,None,46.20,None,46.20
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageHandler.java,None,BBB web,42.25,BBB web,42.25,BBB web,42.25,BBB web,42.25,None,42.25,None,42.25,None,42.25,None,42.25,None,42.25
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfMember.java,FreeSWITCH,FreeSWITCH,100.40,FreeSWITCH,100.40,FreeSWITCH,100.40,FreeSWITCH,100.40,FreeSWITCH,100.40,FreeSWITCH,100.40,FreeSWITCH,100.40,FreeSWITCH,100.40,FreeSWITCH,100.40
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java,FreeSWITCH,FreeSWITCH,102.54,FreeSWITCH,102.54,FreeSWITCH,102.54,FreeSWITCH,102.54,FreeSWITCH,102.54,FreeSWITCH,102.54,FreeSWITCH,102.54,FreeSWITCH,102.54,FreeSWITCH,102.54
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java,None,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,BBB web,82.64,None,82.64
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,None,BBB web,85.93,BBB web,85.93,BBB web,85.93,BBB web,85.93,BBB web,85.93,BBB web,85.93,BBB web,85.93,BBB web,85.93,None,85.93
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/TransferUserToMeetingCommand.java,FreeSWITCH,FreeSWITCH,109.15,FreeSWITCH,109.15,FreeSWITCH,109.15,FreeSWITCH,109.15,FreeSWITCH,109.15,FreeSWITCH,109.15,FreeSWITCH,109.15,FreeSWITCH,109.15,FreeSWITCH,109.15
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,None,BBB web,83.59,BBB web,83.59,BBB web,83.59,BBB web,83.59,BBB web,83.59,BBB web,83.59,BBB web,83.59,BBB web,83.59,None,83.59
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,None,BBB web,82.61,BBB web,82.61,BBB web,82.61,BBB web,82.61,BBB web,82.61,BBB web,82.61,BBB web,82.61,BBB web,82.61,None,82.61
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java,None,BBB web,92.09,BBB web,92.09,BBB web,92.09,BBB web,92.09,BBB web,92.09,BBB web,92.09,BBB web,92.09,BBB web,92.09,BBB web,92.09
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,None,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,BBB web,82.66,None,82.66
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,None,BBB web,83.62,BBB web,83.62,BBB web,83.62,BBB web,83.62,BBB web,83.62,BBB web,83.62,BBB web,83.62,BBB web,83.62,None,83.62
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Page.java,None,BBB web,80.55,BBB web,80.55,BBB web,80.55,BBB web,80.55,BBB web,80.55,BBB web,80.55,BBB web,80.55,BBB web,80.55,None,80.55
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/IEslEventListener.java,FreeSWITCH,FSESL,103.55,FSESL,103.55,FSESL,103.55,FSESL,103.55,FSESL,103.55,FSESL,103.55,FSESL,103.55,FSESL,103.55,FSESL,103.55
