Project,Module,File,GT,LLMProb@10,Score@10,LLMProb@20,Score@20,LLMProb@30,Score@30,LLMProb@40,Score@40,LLMProb@50,Score@50,LLMProb@60,Score@60,LLMProb@70,Score@70,LLMProb@80,Score@80,LLMProb@90,Score@90
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/util/strings/UnicodeLigaturesMap.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/entry/types/EntryTypeFactory.java,model,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,None,90.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fileformat/RepecNepImporter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/PreferencesSearchHandler.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/openoffice/style/OOFormatBibliography.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/exporter/TemplateExporter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/formatter/bibtexfields/OrdinalsToSuperscriptFormatter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/JournalAbbreviator.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/MergedFieldCell.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/cleanup/FieldFormatterCleanups.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/LibraryTab.java,None,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/RemoveTilde.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/entry/types/BiblatexSoftwareEntryTypeDefinitions.java,model,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/openoffice/style/CitationGroupId.java,model,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/customentrytypes/CustomEntryTypeViewModel.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/theme/StyleSheetFile.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fetcher/TrustLevel.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/Layout.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/integrity/ASCIICharacterChecker.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/openoffice/frontend/RangeForOverlapCheck.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/entry/field/BiblatexSoftwareField.java,model,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/citationstyle/CSLAdapter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/openoffice/rangesort/RangeSortable.java,model,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fetcher/MrDLibFetcher.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fileformat/RisImporter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fetcher/IacrEprintFetcher.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/ImportFormatPreferences.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/integrity/JournalInAbbreviationListChecker.java,logic,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/study/FetchResult.java,model,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/maintable/OpenExternalFileAction.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/fieldeditors/identifier/EprintIdentifierEditorViewModel.java,None,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/fieldeditors/CitationKeyEditorViewModel.java,None,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/formatter/IdentityFormatter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/customexporter/CustomExporterTab.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/cleanup/MoveFieldCleanup.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/openoffice/style/CitationMarkerNumericBibEntry.java,model,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/keybindings/presets/KeyBindingPreset.java,None,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,None,85.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/collab/DatabaseChangeDetailsView.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/linkedfile/LinkedFileEditDialogView.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/undo/UndoableChangeType.java,None,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/openoffice/style/OODataModel.java,model,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/integrity/FieldCheckers.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/search/rules/describer/ContainsAndRegexBasedSearchRuleDescriber.java,None,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/shared/DatabaseConnectionProperties.java,logic,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/externalfiles/ExternalFileSorter.java,None,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/network/CustomCertificateViewModel.java,None,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/Globals.java,None,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/RTFChars.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/maintable/NameDisplayPreferences.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/util/IdentifierParser.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/exporter/GroupSerializer.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/groups/GroupsTab.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fileformat/MarcXmlParser.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/maintable/MainTable.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/SearchBasedParserFetcher.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/integrity/DateChecker.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/help/SearchForUpdateAction.java,None,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/bibtex/comparator/BibtexStringComparator.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/openoffice/style/CitationPath.java,model,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/journals/AbbreviationFormat.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/mergeentries/newmergedialog/PersonsNameFieldRowView.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/integrity/ISBNChecker.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/fieldeditors/OptionEditorViewModel.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/desktop/JabRefDesktop.java,None,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/maintable/RightClickMenu.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fetcher/transformers/GVKQueryTransformer.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/entry/SharedBibEntryData.java,model,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00,model,98.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/cleanup/Formatter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/citationstyle/JabRefItemDataProvider.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/MarkdownFormatter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/AuthorAndToSemicolonReplacer.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/bibtex/comparator/PreambleDiff.java,logic,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fileformat/MedlineImporter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/exporter/MetaDataSerializer.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/fieldeditors/OptionEditor.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/dialogs/AutosaveUiManager.java,None,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/external/ExternalTab.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/openoffice/style/OOBibStyleGetCitationMarker.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/fieldeditors/LinkedEntriesEditorViewModel.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/network/NetworkTabViewModel.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/Iso690NamesAuthors.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/mergeentries/newmergedialog/FieldRowView.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/pdf/search/SearchFieldConstants.java,model,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/citationkeypattern/DatabaseCitationKeyPattern.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/search/matchers/OrMatcher.java,model,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,None,90.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/formatter/minifier/MinifyNameListFormatter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/ParamLayoutFormatter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/preferences/GeneralPreferences.java,None,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,None,90.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/integrity/DatabaseChecker.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/documentviewer/DocumentViewerView.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/bst/util/BstNameFormatter.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/util/FileUpdateMonitor.java,model,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,None,90.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java,None,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/search/DatabaseSearcher.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/entry/field/FieldProperty.java,model,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/search/rules/GrammarBasedSearchRule.java,model,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,model,90.00,None,90.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/autocompleter/SuggestionProviders.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/fieldeditors/DateEditorViewModel.java,None,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00,None,5.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fetcher/transformers/IEEEQueryTransformer.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadChangeListener.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/AuthorOrgSci.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/util/ShortDOIServiceException.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/undo/UndoableRemoveEntries.java,None,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,None,90.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/entry/event/EntryChangedEvent.java,model,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00,model,99.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/util/OnlyIntegerFormatter.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/edit/CopyMoreAction.java,None,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/cli/ArgumentProcessor.java,None,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/PreferenceTabViewModel.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/desktop/os/DefaultDesktop.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/fetcher/TitleFetcher.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/preferences/general/GeneralTabViewModel.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/documentviewer/DocumentViewModel.java,None,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/maintable/columns/FileColumn.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/importer/GrobidOptInDialogHelper.java,None,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00,None,10.00
jabref,gui__cli__preferences,src/main/java/org/jabref/model/openoffice/CitationEntry.java,model,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00,model,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/preferences/TelemetryPreferences.java,None,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,model,85.00,None,85.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/Replace.java,logic,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/util/component/Tag.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/desktop/os/NativeDesktop.java,None,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00,logic,95.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/EntryTypeView.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/layout/format/CreateDocBook5Editors.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/importer/util/MediaTypes.java,logic,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00,logic,100.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/sidebuttons/ToggleMergeUnmergeButton.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/integrity/IntegrityMessage.java,logic,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,logic,90.00,None,90.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/mergeentries/newmergedialog/ShowDiffConfig.java,None,None,15.00,None,15.00,None,15.00,None,15.00,None,15.00,None,15.00,None,15.00,None,15.00,None,15.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/fieldeditors/TextInputControlBehavior.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/gui/sidepane/SidePaneContentFactory.java,None,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00,None,0.00
jabref,gui__cli__preferences,src/main/java/org/jabref/logic/database/DuplicateCheck.java,logic,logic,98.00,logic,98.00,logic,98.00,logic,98.00,logic,98.00,logic,98.00,logic,98.00,logic,98.00,logic,98.00
