Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign
teastore,Recommender,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/TrainingSynchronizer.java,UM,DM,73.98,UM,40,UM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/rules/CacheAll.java,DM,UM,6.51,DM,95,DM
teastore,Recommender,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/TrainEndpoint.java,UM,UM,23.49,UM,15,UM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICacheEntry.java,DM,UM,5.08,DM,85,DM
teastore,Recommender,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RetrainDaemon.java,UM,DM,66.2,UM,30,UM
teastore,Recommender,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/BCryptProvider.java,DM,DM,98.78,DM,100,DM
teastore,Recommender,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/OrderItemSet.java,UM,UM,2.56,UM,0,UM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastRecentlyUsed.java,DM,UM,4.9,DM,85,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/IDataStorage.java,DM,UM,5.06,DM,75,DM
teastore,Recommender,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/servlet/IndexServlet.java,DM,DM,129.64,DM,95,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java,DM,DM,90.24,DM,90,DM
teastore,Recommender,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/daemons/InitialDataGenerationDaemon.java,DM,DM,100.84,DM,90,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/StoreImage.java,DM,UM,15.96,DM,90,DM
teastore,Recommender,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/IndexServlet.java,DM,DM,121.66,DM,100,DM
teastore,Recommender,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/CacheManagerEndpoint.java,DM,DM,74.59,DM,85,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/SimpleEntry.java,DM,UM,5.07,DM,85,DM
teastore,Recommender,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/StatusServlet.java,DM,DM,116.62,DM,100,DM
teastore,Recommender,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/AbstractPersistenceRepository.java,DM,DM,74.85,DM,100,DM
teastore,Recommender,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/UserRepository.java,DM,DM,74.93,DM,95,DM
teastore,Recommender,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/OrderEndpoint.java,DM,DM,70.2,DM,100,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageScaler.java,DM,UM,7.46,DM,80,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractQueueCache.java,DM,UM,5,DM,90,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICachable.java,DM,UM,5.1,DM,85,DM
teastore,Recommender,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginServlet.java,DM,DM,121.02,DM,100,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java,DM,DM,99.32,DM,95,DM
teastore,Recommender,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/UserEndpoint.java,DM,DM,72.98,DM,80,DM
teastore,Recommender,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractCache.java,DM,UM,9.23,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseServlet.java,DM,DM,125.04,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/EMFManager.java,DM,DM,81.63,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/startup/WebuiStartup.java,DM,DM,108.21,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingRule.java,DM,UM,6.15,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageRule.java,DM,UM,8.29,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthUserActionsRest.java,DM,DM,106.36,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/startup/AuthStartup.java,DM,DM,90.14,DM,85,UM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommender.java,DM,DM,110.8,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java,DM,DM,111.77,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProfileServlet.java,DM,DM,116.29,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/RandomSessionIdGenerator.java,DM,DM,90.54,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/CategoryEndpoint.java,DM,DM,72.86,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java,DM,DM,109.35,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/CacheManager.java,DM,DM,70.39,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendSingleEndpoint.java,DM,DM,168.74,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RecommenderStartup.java,DM,DM,96.13,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceUser.java,DM,DM,72.51,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderRepository.java,DM,DM,71.96,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java,DM,DM,86.11,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/OrderItemEndpoint.java,DM,DM,67.89,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AboutUsServlet.java,DM,DM,114.16,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/RandomReplacement.java,DM,UM,6.35,DM,70,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java,DM,DM,133.45,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LastInFirstOut.java,DM,UM,4.99,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/RecommenderSelector.java,DM,DM,189.86,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/converters/LocalDateAttributeConverter.java,DM,DM,75.68,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/AbstractEntry.java,DM,UM,4.89,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/servlet/IndexServlet.java,DM,DM,76.81,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageCreator.java,DM,UM,6.1,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceProduct.java,DM,DM,74.37,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/RegistryREST.java,UM,UM,36.91,UM,5,UM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/DriveStorage.java,DM,UM,29.92,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrderItem.java,DM,DM,74.87,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ShaSecurityProvider.java,DM,DM,100.69,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/HeartbeatInfo.java,UM,UM,3,UM,0,UM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/MostRecentlyUsed.java,DM,UM,4.9,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageIDFactory.java,DM,UM,5.08,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorFactory.java,DM,UM,14.08,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderItemRepository.java,DM,DM,72.66,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/converters/LocalDateTimeAttributeConverter.java,DM,DM,75.68,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/DatabaseGenerationEndpoint.java,DM,DM,76.42,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/ReadyRest.java,DM,DM,115.19,DM,90,UM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java,DM,UM,6.15,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageProvider.java,DM,DM,138.92,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceCategory.java,DM,DM,75.91,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendEndpoint.java,DM,DM,181.12,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastFrequentlyUsed.java,DM,UM,4.91,DM,80,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/DataGenerator.java,DM,DM,56.65,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/ProductEndpoint.java,DM,DM,68.62,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorRunner.java,DM,UM,40.87,DM,75,UM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/elhelper/ELHelperUtils.java,DM,DM,104.16,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/rest/ReadyRest.java,DM,DM,105.09,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/OrderServlet.java,DM,DM,118.58,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartServlet.java,DM,DM,109.35,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/RegistryStartup.java,UM,UM,2,UM,20,UM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AbstractUIServlet.java,DM,DM,97.18,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/IRecommender.java,DM,DM,151.46,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginActionServlet.java,DM,DM,101.15,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CategoryServlet.java,DM,DM,98.66,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ErrorServlet.java,DM,DM,120.92,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/CountedEntry.java,DM,UM,5.06,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreAll.java,DM,UM,6.51,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/IDataCache.java,DM,UM,5.02,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/CategoryRepository.java,DM,DM,75,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISessionIdGenerator.java,DM,DM,90.93,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISecurityProvider.java,DM,DM,94.63,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/IndexServlet.java,DM,DM,92.92,DM,80,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ConstantKeyProvider.java,DM,DM,91.44,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java,DM,DM,95.26,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/ProductRepository.java,DM,DM,71.82,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/IKeyProvider.java,DM,DM,91.73,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrder.java,DM,DM,68.22,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractTreeCache.java,DM,UM,4.95,DM,70,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/TimedEntry.java,DM,UM,5.05,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseActionServlet.java,DM,DM,103.28,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/FirstInFirstOut.java,DM,UM,4.99,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java,DM,UM,40.06,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingMode.java,DM,UM,6.07,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java,DM,UM,7.48,DM,80,DM
teastore,Registry,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/Registry.java,UM,UM,13.79,UM,0,UM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDB.java,DM,DM,107.92,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/NoStorage.java,DM,UM,5.04,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/DatabaseManagementEntity.java,DM,DM,79.76,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/TrainingSynchronizer.java,DM,DM,86.1,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/rules/CacheAll.java,DM,UM,6.51,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/TrainEndpoint.java,DM,DM,89.78,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICacheEntry.java,DM,UM,5.08,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RetrainDaemon.java,DM,DM,93.53,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/BCryptProvider.java,DM,DM,98.78,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/OrderItemSet.java,DM,DM,100.98,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastRecentlyUsed.java,DM,UM,4.9,DM,80,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/IDataStorage.java,DM,UM,5.06,DM,80,DM
teastore,Registry,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/servlet/IndexServlet.java,UM,UM,3.43,DM,80,UM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java,DM,DM,90.24,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/daemons/InitialDataGenerationDaemon.java,DM,DM,79.42,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/StoreImage.java,DM,UM,15.96,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/IndexServlet.java,DM,DM,121.66,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/CacheManagerEndpoint.java,DM,DM,74.59,DM,90,UM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/SimpleEntry.java,DM,UM,5.07,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/StatusServlet.java,DM,DM,116.62,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/AbstractPersistenceRepository.java,DM,DM,74.85,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/UserRepository.java,DM,DM,74.93,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/OrderEndpoint.java,DM,DM,70.2,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageScaler.java,DM,UM,7.46,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractQueueCache.java,DM,UM,5,DM,80,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICachable.java,DM,UM,5.1,DM,85,DM
teastore,Registry,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginServlet.java,DM,DM,121.02,DM,95,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java,DM,DM,71,DM,100,DM
teastore,Registry,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/UserEndpoint.java,DM,DM,72.98,DM,90,DM
teastore,Registry,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractCache.java,DM,UM,9.23,DM,95,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,DM,DM,77.85,DM,90,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,DM,DM,60.62,DM,95,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,DM,DM,76.2,DM,100,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,DM,DM,59.04,DM,95,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,DM,DM,70.34,DM,100,DM
mediastore,Facade,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,DM,DM,109.4,DM,100,DM
mediastore,Facade,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,DM,DM,172.15,DM,100,DM
mediastore,Facade,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,UM,DM,186.67,UM,35,UM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,DM,DM,60.31,DM,90,DM
mediastore,Facade,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,DM,DM,133.39,DM,100,DM
mediastore,Facade,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,DM,DM,114.42,DM,99,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,DM,DM,57.73,DM,100,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,DM,UM,0.15,DM,90,UM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,UM,UM,12.44,DM,70,UM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,DM,DM,72.3,DM,95,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,DM,UM,2.06,DM,90,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,DM,DM,60.31,DM,95,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,DM,DM,59.04,DM,95,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,UM,UM,0.15,DM,90,UM
mediastore,Facade,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,DM,DM,113.31,DM,95,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,DM,DM,57.73,DM,100,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,UM,UM,2.06,DM,80,DM
mediastore,Facade,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,DM,DM,106.23,DM,90,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,DM,UM,0.15,DM,90,DM
mediastore,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,DM,DM,60.62,DM,95,DM
mediastore,Facade,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,DM,DM,123.79,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,DM,DM,77.85,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,UM,UM,1,DM,90,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,DM,DM,76.2,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,DM,DM,59.04,DM,85,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,DM,DM,70.34,DM,100,DM
mediastore,MediaManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,DM,DM,109.4,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,UM,DM,172.15,UM,45,UM
mediastore,MediaManagement,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,DM,DM,161.3,DM,100,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,DM,DM,60.31,DM,80,DM
mediastore,MediaManagement,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,DM,DM,133.39,DM,100,DM
mediastore,MediaManagement,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,DM,DM,114.42,DM,100,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,DM,DM,57.73,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,DM,UM,1,DM,90,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,DM,DM,56.85,DM,95,DM
mediastore,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,UM,UM,12.07,DM,90,DM
