Project,Module,File,ground truth,BM25,BM25 Score,LLM-S,LLM-S Score,IP-RAG-A
teammates,E2E,src/main/java/teammates/storage/api/FeedbackResponsesDb.java,Storage,Storage,81.46,Storage,90,Storage
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorCoursesPageE2ETest.java,None,None,8.12,None,50,None
teammates,E2E,src/main/java/teammates/ui/webapi/ActionFactory.java,UI,UI,65.72,UI,90,None
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseAttributes.java,Common,Common,71.75,Common,95,Common
teammates,E2E,src/main/java/teammates/storage/entity/Instructor.java,Storage,Storage,101.66,Storage,90,Storage
teammates,E2E,src/main/java/teammates/storage/search/SearchManager.java,Storage,Client,129,Storage,85,Storage
teammates,E2E,src/main/java/teammates/ui/output/FeedbackSessionLogEntryData.java,UI,UI,59.85,UI,80,UI
teammates,E2E,src/main/java/teammates/ui/webapi/DeleteNotificationAction.java,UI,Logic,68.54,None,50,UI
teammates,E2E,src/main/java/teammates/ui/webapi/UpdateFeedbackQuestionAction.java,UI,Logic,73.13,None,20,UI
teammates,E2E,src/main/java/teammates/storage/entity/UsageStatistics.java,Storage,Storage,107.5,Storage,85,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/StudentHomePage.java,None,None,2.92,Client,90,None
teammates,E2E,src/main/java/teammates/ui/webapi/AdminExceptionTestAction.java,UI,UI,59.25,UI,90,None
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/RequestLogDetails.java,Common,Common,83.65,Common,85,Common
teammates,E2E,src/main/java/teammates/logic/api/TaskQueuer.java,Logic,Logic,71.61,Logic,95,Logic
teammates,E2E,src/main/java/teammates/common/datatransfer/NotificationStyle.java,Common,Common,89.82,Common,100,Common
teammates,E2E,src/main/java/teammates/ui/webapi/GetAccountRequestAction.java,UI,Logic,67.32,UI,60,UI
teammates,E2E,src/main/java/teammates/ui/request/SendEmailRequest.java,UI,UI,60.65,UI,80,None
teammates,E2E,src/main/java/teammates/ui/request/FeedbackSessionRespondentRemindRequest.java,UI,UI,66.49,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/webapi/GateKeeper.java,UI,UI,56.55,Logic,70,Logic
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/FeedbackSessionLogType.java,Common,Common,87.81,Common,100,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorCourseJoinConfirmationPageE2ETest.java,None,None,5.06,Client,80,None
teammates,E2E,src/main/java/teammates/ui/webapi/EnrollStudentsAction.java,UI,Logic,77.08,Logic,75,UI
teammates,E2E,src/e2e/java/teammates/e2e/util/RetryManager.java,None,None,1.93,Common,80,None
teammates,E2E,src/main/java/teammates/ui/webapi/SendJoinReminderEmailAction.java,UI,Logic,74.76,None,30,Logic
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/AdminAccountsPage.java,None,None,2.69,Client,90,None
teammates,E2E,src/main/java/teammates/common/datatransfer/UserInfo.java,Common,Common,86.92,Common,95,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorStudentListPageE2ETest.java,None,None,5.71,None,10,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/FeedbackSubmitPageAxeTest.java,None,None,1.36,None,10,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorFeedbackReportPageE2ETest.java,None,None,26.62,None,5,None
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/LogSeverity.java,Common,Common,86.92,Common,100,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorNotificationsPageE2ETest.java,None,None,5.57,None,15,None
teammates,E2E,src/main/java/teammates/logic/api/EmailSender.java,Logic,Logic,82.55,Logic,100,Logic
teammates,E2E,src/main/java/teammates/common/exception/SearchServiceException.java,Common,Common,85.85,Common,95,Common
teammates,E2E,src/main/java/teammates/ui/output/ResponseVisibleSetting.java,UI,UI,60.81,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/output/FeedbackResponsesData.java,UI,UI,60.01,UI,95,UI
teammates,E2E,src/main/java/teammates/ui/request/NotificationUpdateRequest.java,UI,UI,62.45,UI,95,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/StudentNotificationsPageE2ETest.java,None,None,5.57,UI,80,None
teammates,E2E,src/main/java/teammates/ui/output/InstructorsData.java,UI,UI,60.04,None,30,UI
teammates,E2E,src/main/java/teammates/ui/request/FeedbackSessionUpdateRequest.java,UI,UI,60.97,UI,80,Common
teammates,E2E,src/main/java/teammates/logic/external/LogService.java,Logic,Logic,73.54,Logic,80,Logic
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackMsqQuestionDetails.java,Common,Common,69.85,Common,100,Common
teammates,E2E,src/main/java/teammates/common/datatransfer/InstructorPrivilegesLegacy.java,Common,Common,86.86,Common,100,Common
teammates,E2E,src/main/java/teammates/ui/output/NumberOfEntitiesToGiveFeedbackToSetting.java,UI,UI,60.84,UI,99,UI
teammates,E2E,src/main/java/teammates/ui/webapi/GetNotificationAction.java,UI,Logic,68.05,None,30,None
teammates,E2E,src/main/java/teammates/storage/api/StudentsDb.java,Storage,Storage,80.16,Storage,90,Storage
teammates,E2E,src/main/java/teammates/common/util/EmailType.java,Common,Common,76.65,Common,95,Common
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/HomePage.java,None,None,2.51,None,30,None
teammates,E2E,src/main/java/teammates/storage/api/FeedbackSessionsDb.java,Storage,Storage,81.57,Storage,90,Storage
teammates,E2E,src/e2e/java/teammates/e2e/util/BackDoor.java,None,None,1.11,Common,85,None
teammates,E2E,src/main/java/teammates/ui/request/FeedbackResponseCommentUpdateRequest.java,UI,UI,62.06,Common,90,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/SystemErrorEmailReportE2ETest.java,None,None,18.52,None,30,None
teammates,E2E,src/main/java/teammates/storage/entity/package-info.java,Storage,Storage,114.25,Storage,95,Storage
teammates,E2E,src/main/java/teammates/ui/output/FeedbackQuestionsData.java,UI,UI,59.92,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/webapi/DeleteInstructorAction.java,UI,Logic,77.7,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/webapi/GetActionClassesAction.java,UI,UI,61.48,UI,80,UI
teammates,E2E,src/main/java/teammates/storage/entity/FeedbackResponseComment.java,Storage,Storage,98.26,Storage,100,Storage
teammates,E2E,src/main/java/teammates/logic/api/LogsProcessor.java,Logic,Logic,90.58,Logic,95,Logic
teammates,E2E,src/main/java/teammates/ui/webapi/DeleteFeedbackResponseCommentAction.java,UI,Logic,78.59,UI,90,None
teammates,E2E,src/main/java/teammates/ui/request/FeedbackSessionBasicRequest.java,UI,UI,57.32,None,45,UI
teammates,E2E,src/main/java/teammates/ui/output/HasResponsesData.java,UI,UI,60.27,UI,90,UI
teammates,E2E,src/main/java/teammates/logic/external/AuthService.java,Logic,Logic,74.21,Logic,95,Logic
teammates,E2E,src/main/java/teammates/storage/entity/FeedbackSession.java,Storage,Storage,91.54,Storage,90,Storage
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/package-info.java,Common,Common,88.05,Common,90,Common
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/AccountAttributes.java,Common,Common,78.75,Common,90,Common
teammates,E2E,src/main/java/teammates/common/util/TimeHelper.java,Common,Common,80.55,Common,100,Common
teammates,E2E,src/main/java/teammates/ui/webapi/FeedbackSessionRemindEmailWorkerAction.java,UI,Logic,85.4,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/output/OngoingSessionsData.java,UI,UI,59.54,UI,90,UI
teammates,E2E,src/main/java/teammates/common/util/HttpRequest.java,Common,Common,88.21,Common,80,Common
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackQuestionDetails.java,Common,Common,83.05,Common,90,Common
teammates,E2E,src/main/java/teammates/ui/output/FeedbackSessionSubmittedGiverSet.java,UI,UI,62.11,UI,90,UI
teammates,E2E,src/client/java/teammates/client/scripts/statistics/StatisticsPerInstitute.java,Client,Client,115.39,Client,100,Client
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,Client,Client,127.72,Client,95,Client
teammates,E2E,src/main/java/teammates/common/exception/HttpRequestFailedException.java,Common,Common,87.11,Common,97,Common
teammates,E2E,src/main/java/teammates/ui/webapi/InvalidOperationException.java,UI,UI,59.98,None,50,Common
teammates,E2E,src/main/java/teammates/ui/webapi/GetInstructorsAction.java,UI,Logic,74.73,UI,80,Logic
teammates,E2E,src/main/java/teammates/ui/webapi/CreateCourseAction.java,UI,Logic,76.45,UI,90,None
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackRankQuestionDetails.java,Common,Common,85.97,Common,95,Common
teammates,E2E,src/main/java/teammates/logic/external/GoogleCloudTasksService.java,Logic,Client,127.19,Logic,100,Logic
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForSanitizedInstructorName.java,Client,Client,127.72,Client,100,Client
teammates,E2E,src/main/java/teammates/common/util/EmailSendingStatus.java,Common,Common,84.99,Common,95,Common
teammates,E2E,src/main/java/teammates/ui/webapi/FeedbackSessionRemindParticularUsersEmailWorkerAction.java,UI,Logic,83.63,Logic,60,None
teammates,E2E,src/main/java/teammates/logic/external/MailgunService.java,Logic,Client,124.91,Logic,95,Logic
teammates,E2E,src/main/java/teammates/storage/api/NotificationsDb.java,Storage,Storage,101.93,Storage,95,Storage
teammates,E2E,src/main/java/teammates/ui/servlets/OriginCheckFilter.java,UI,UI,59.61,UI,95,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/InstructorCourseEditPage.java,None,None,8.54,Client,95,None
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/AccountRequestAttributes.java,Common,Common,78.75,Common,85,Common
teammates,E2E,src/main/java/teammates/ui/request/FeedbackQuestionBasicRequest.java,UI,UI,56.38,UI,80,None
teammates,E2E,src/main/java/teammates/common/util/FileHelper.java,Common,Common,85.79,Common,90,Common
teammates,E2E,src/main/java/teammates/ui/webapi/DeleteFeedbackQuestionAction.java,UI,Logic,74.47,UI,80,None
teammates,E2E,src/main/java/teammates/storage/search/StudentSearchDocument.java,Storage,Storage,108.94,Storage,90,Storage
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/FeedbackQuestionAttributes.java,Common,Common,63.87,Common,90,Common
teammates,E2E,src/main/java/teammates/storage/api/CoursesDb.java,Storage,Storage,99.9,Storage,95,Storage
teammates,E2E,src/e2e/java/teammates/e2e/util/Retryable.java,None,None,1.13,Common,90,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/InstructorCourseEnrollPage.java,None,None,4.25,None,10,None
teammates,E2E,src/main/java/teammates/logic/external/FirebaseAuthService.java,Logic,Logic,84.66,Logic,95,None
teammates,E2E,src/main/java/teammates/common/datatransfer/package-info.java,Common,Common,88.18,Common,100,Common
teammates,E2E,src/main/java/teammates/ui/output/TimeZonesData.java,UI,UI,60.37,UI,80,UI
teammates,E2E,src/main/java/teammates/logic/core/FeedbackResponsesLogic.java,Logic,Logic,66.85,Logic,100,Logic
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentRecordsPageAxeTest.java,None,None,2.24,Client,85,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorStudentRecordsPageE2ETest.java,None,None,6.92,UI,80,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorCourseDetailsPageE2ETest.java,None,None,2.34,None,40,None
teammates,E2E,src/main/java/teammates/logic/external/EmptyAuthService.java,Logic,Logic,74.12,Logic,90,Logic
teammates,E2E,src/main/java/teammates/common/datatransfer/QueryLogsResults.java,Common,Common,87.18,Common,90,Common
teammates,E2E,src/main/java/teammates/ui/request/package-info.java,UI,UI,62.49,UI,95,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsEditPageAxeTest.java,None,None,1.36,None,30,None
teammates,E2E,src/main/java/teammates/storage/entity/Notification.java,Storage,Storage,100.49,Storage,95,Storage
teammates,E2E,src/main/java/teammates/ui/output/DeadlineExtensionData.java,UI,UI,61.79,UI,95,UI
teammates,E2E,src/main/java/teammates/ui/servlets/LogoutServlet.java,UI,UI,61.85,None,20,None
teammates,E2E,src/main/java/teammates/ui/webapi/GetNotificationsAction.java,UI,Logic,75.54,UI,95,Logic
teammates,E2E,src/e2e/java/teammates/e2e/cases/NotificationBannerE2ETest.java,None,None,3.58,UI,90,None
teammates,E2E,src/main/java/teammates/ui/servlets/OAuth2CallbackServlet.java,UI,UI,77.47,UI,70,UI
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackQuestionType.java,Common,Common,84.99,Common,100,Common
teammates,E2E,src/main/java/teammates/storage/api/FeedbackResponseCommentsDb.java,Storage,Storage,83.82,Storage,95,Storage
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/AdminAccountsPageAxeTest.java,None,None,1.07,None,30,None
teammates,E2E,src/client/java/teammates/client/scripts/GenerateUsageStatisticsObjects.java,Client,Client,125.33,Client,95,Client
teammates,E2E,src/main/java/teammates/common/util/StdOutConsoleHandler.java,Common,Common,85.65,Common,95,Common
teammates,E2E,src/main/java/teammates/ui/request/CourseArchiveRequest.java,UI,UI,62.16,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/output/AccountRequestsData.java,UI,UI,60.44,UI,95,UI
teammates,E2E,src/main/java/teammates/logic/external/package-info.java,Logic,Logic,74.36,Logic,99,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/InstructorSearchPage.java,None,None,3.17,None,20,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/DevServerLoginPage.java,None,None,25.36,UI,90,None
teammates,E2E,src/main/java/teammates/common/exception/EnrollException.java,Common,Common,87.11,Common,90,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/FeedbackResultsPageE2ETest.java,None,None,28.42,Common,80,None
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForConstSumForceUnevenDistribution.java,Client,Client,125.81,Client,90,Client
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/package-info.java,Common,Common,88.05,Common,100,Common
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/FeedbackSessionAttributes.java,Common,Common,61.39,Common,90,Common
teammates,E2E,src/main/java/teammates/common/util/package-info.java,Common,Common,86.18,Common,95,Common
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackConstantSumDistributePointsType.java,Common,Common,87.9,Common,90,Common
teammates,E2E,src/main/java/teammates/ui/output/MessageOutput.java,UI,UI,60.67,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/webapi/GetHasResponsesAction.java,UI,Logic,78.3,UI,90,None
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForTextQuestionRecommendedLength.java,Client,Client,126.12,Client,100,Client
teammates,E2E,src/e2e/java/teammates/e2e/cases/AutomatedSessionRemindersE2ETest.java,None,None,1.3,Client,85,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/StudentCourseDetailsPage.java,None,None,1,None,30,None
teammates,E2E,src/main/java/teammates/ui/webapi/GetCourseAction.java,UI,Logic,72.44,UI,60,None
teammates,E2E,src/main/java/teammates/common/util/FieldValidator.java,Common,Common,70.72,Common,90,Common
teammates,E2E,src/main/java/teammates/common/util/TzdbResourceZoneRulesProvider.java,Common,Common,75.63,Common,95,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/StudentHomePageAxeTest.java,None,None,1.07,Client,90,None
teammates,E2E,src/main/java/teammates/ui/output/StudentsData.java,UI,UI,60.04,UI,80,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorHomePageE2ETest.java,None,None,14.45,Client,90,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/package-info.java,None,None,1.13,None,10,None
teammates,E2E,src/main/java/teammates/common/util/HttpRequestHelper.java,Common,Common,80.82,None,0,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/StudentCourseDetailsPageE2ETest.java,None,None,6.78,UI,80,None
teammates,E2E,src/main/java/teammates/ui/webapi/CreateNotificationAction.java,UI,Logic,74.81,None,15,UI
teammates,E2E,src/main/java/teammates/ui/webapi/CreateFeedbackSessionLogAction.java,UI,UI,58.82,UI,95,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/InstructorStudentListPage.java,None,None,2.6,UI,90,None
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/LogDetails.java,Common,Common,86.99,Common,90,Common
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/DeadlineExtensionAttributes.java,Common,Common,76.85,Common,85,Common
teammates,E2E,src/client/java/teammates/client/scripts/statistics/CursorIterator.java,Client,Client,130.74,Client,90,Client
teammates,E2E,src/main/java/teammates/logic/core/NotificationsLogic.java,Logic,Logic,72.76,Logic,100,Logic
teammates,E2E,src/e2e/java/teammates/e2e/cases/FeedbackContributionQuestionE2ETest.java,None,None,1.15,None,20,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorCourseEnrollPageE2ETest.java,None,None,34.11,None,20,None
teammates,E2E,src/main/java/teammates/ui/request/StudentsEnrollRequest.java,UI,UI,59.69,UI,90,Common
teammates,E2E,src/main/java/teammates/ui/webapi/GetStudentsAction.java,UI,Logic,76.22,UI,55,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/InstructorSessionIndividualExtensionPage.java,None,None,5.14,UI,90,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/AdminNotificationsPage.java,None,None,9.15,UI,90,None
teammates,E2E,src/main/java/teammates/ui/webapi/FeedbackSessionResendPublishedEmailWorkerAction.java,UI,Logic,83.63,None,45,None
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForTextQuestionDetailsFormat.java,Client,Client,127.41,Client,90,Client
teammates,E2E,src/main/java/teammates/logic/core/StudentsLogic.java,Logic,Logic,104.12,Logic,95,Logic
teammates,E2E,src/main/java/teammates/common/exception/EmailSendingException.java,Common,Common,86.84,Common,90,Common
teammates,E2E,src/main/java/teammates/ui/webapi/PublishFeedbackSessionAction.java,UI,Logic,79.61,UI,70,UI
teammates,E2E,src/main/java/teammates/ui/webapi/GetFeedbackSessionAction.java,UI,Logic,62.93,UI,70,None
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackRankRecipientsQuestionDetails.java,Common,Common,85.69,Common,95,Common
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForInstructorNullIsArchivedField.java,Client,Client,127.98,Client,95,Client
teammates,E2E,src/main/java/teammates/ui/output/StudentData.java,UI,UI,58.25,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/webapi/SearchInstructorsAction.java,UI,Logic,71.86,UI,90,None
teammates,E2E,src/main/java/teammates/logic/external/GoogleRecaptchaService.java,Logic,Logic,83.44,Logic,95,Logic
teammates,E2E,src/main/java/teammates/ui/webapi/BinCourseAction.java,UI,Logic,78.3,None,40,UI
teammates,E2E,src/main/java/teammates/logic/api/EmailGenerator.java,Logic,Logic,74.94,Logic,100,Logic
teammates,E2E,src/client/java/teammates/client/connector/package-info.java,Client,Client,130.38,Client,95,Client
teammates,E2E,src/main/java/teammates/ui/webapi/GetAccountAction.java,UI,Logic,67.92,UI,60,None
teammates,E2E,src/main/java/teammates/storage/search/SearchManagerFactory.java,Storage,Storage,110.63,Storage,85,Storage
teammates,E2E,src/main/java/teammates/ui/output/SendLoginEmailResponseData.java,UI,UI,60.5,UI,80,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/AdminHomePageAxeTest.java,None,None,1.08,None,10,None
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackMcqResponseDetails.java,Common,Common,86.09,Common,85,Common
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackContributionResponseDetails.java,Common,Common,86.92,Common,90,Common
teammates,E2E,src/e2e/java/teammates/e2e/util/TestNgXmlTest.java,None,None,11.29,Common,70,None
teammates,E2E,src/main/java/teammates/storage/api/AccountRequestsDb.java,Storage,Storage,101.19,Storage,95,Storage
teammates,E2E,src/client/java/teammates/client/util/LoopHelper.java,Client,Client,124.48,Client,80,Client
teammates,E2E,src/main/java/teammates/ui/webapi/BinFeedbackSessionAction.java,UI,Logic,74.21,None,0,None
teammates,E2E,src/main/java/teammates/ui/webapi/UpdateFeedbackResponseCommentAction.java,UI,Logic,78.59,UI,90,UI
teammates,E2E,src/main/java/teammates/ui/output/AuthInfo.java,UI,UI,66.27,UI,100,UI
teammates,E2E,src/main/java/teammates/ui/servlets/WebPageServlet.java,UI,UI,62.57,UI,80,UI
teammates,E2E,src/main/java/teammates/ui/constants/package-info.java,UI,UI,60.91,UI,95,UI
teammates,E2E,src/main/java/teammates/logic/external/MailjetService.java,Logic,Logic,70.91,Logic,90,Logic
teammates,E2E,src/main/java/teammates/logic/external/LocalTaskQueueService.java,Logic,Logic,82.45,Logic,90,None
teammates,E2E,src/main/java/teammates/ui/request/FeedbackResponsesRequest.java,UI,UI,60.65,Common,70,UI
teammates,E2E,src/client/java/teammates/client/scripts/TeamEvalResultCalculations.java,Client,Client,125.41,Client,85,Client
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationForNullCommentGiverType.java,Client,Client,128.23,Client,100,Client
teammates,E2E,src/main/java/teammates/ui/webapi/PutDataBundleDocumentsAction.java,UI,Logic,69.28,UI,80,None
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/UsageStatisticsAttributes.java,Common,Common,81.32,Common,90,Common
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/AppPage.java,None,None,41.71,UI,95,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/package-info.java,None,None,1,None,10,None
teammates,E2E,src/main/java/teammates/logic/core/DataBundleLogic.java,Logic,Logic,62.25,Logic,100,Logic
teammates,E2E,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseCommentAttributes.java,Common,Common,106.19,Common,90,Common
teammates,E2E,src/main/java/teammates/ui/webapi/DeleteAccountRequestAction.java,UI,Logic,72.47,UI,80,None
teammates,E2E,src/main/java/teammates/ui/request/CourseCreateRequest.java,UI,UI,61.85,UI,80,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorSessionIndividualExtensionPageE2ETest.java,None,None,5.94,Client,90,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/FeedbackMcqQuestionE2ETest.java,None,UI,52.9,None,10,None
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackTextResponseDetails.java,Common,Common,86.47,Common,95,Common
teammates,E2E,src/main/java/teammates/ui/webapi/DeleteStudentsAction.java,UI,Logic,74.21,None,20,None
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/SourceLocation.java,Common,Common,90.65,Common,85,Common
teammates,E2E,src/main/java/teammates/logic/core/CoursesLogic.java,Logic,Logic,96.53,Logic,100,Logic
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackSessionsPageAxeTest.java,None,None,1.32,None,40,None
teammates,E2E,src/main/java/teammates/ui/output/EmailData.java,UI,UI,60.27,UI,90,UI
teammates,E2E,src/main/java/teammates/common/exception/AuthException.java,Common,Common,87.18,Common,90,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/FeedbackMsqQuestionE2ETest.java,None,None,5.6,None,50,None
teammates,E2E,src/main/java/teammates/ui/webapi/ActionResult.java,UI,UI,60.57,UI,80,None
teammates,E2E,src/main/java/teammates/common/datatransfer/questions/FeedbackNumericalScaleResponseDetails.java,Common,Common,86.92,Common,90,Common
teammates,E2E,src/main/java/teammates/ui/webapi/GetUsageStatisticsAction.java,UI,Logic,65.56,UI,70,None
teammates,E2E,src/main/java/teammates/ui/servlets/package-info.java,UI,UI,60.91,UI,90,None
teammates,E2E,src/main/java/teammates/ui/webapi/Action.java,UI,Logic,79.44,UI,70,None
teammates,E2E,src/main/java/teammates/ui/request/NotificationBasicRequest.java,UI,UI,64.99,UI,70,UI
teammates,E2E,src/main/java/teammates/ui/webapi/GetFeedbackQuestionsAction.java,UI,Logic,77.03,UI,80,Logic
teammates,E2E,src/main/java/teammates/ui/output/ActionClasses.java,UI,UI,60.6,UI,95,UI
teammates,E2E,src/main/java/teammates/ui/webapi/GetFeedbackSessionLogsAction.java,UI,Logic,83.84,Logic,90,UI
teammates,E2E,src/main/java/teammates/common/datatransfer/logs/package-info.java,Common,Common,88.05,Common,90,Common
teammates,E2E,src/client/java/teammates/client/scripts/PopulateCourseSearchDocuments.java,Client,Client,115.39,Client,85,Client
teammates,E2E,src/client/java/teammates/client/scripts/DataMigrationEntitiesBaseScript.java,Client,Client,116.41,Client,100,Client
teammates,E2E,src/main/java/teammates/ui/output/RegkeyValidityData.java,UI,UI,60.34,UI,90,UI
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/AdminTimezonePage.java,None,None,5.25,UI,70,None
teammates,E2E,src/e2e/java/teammates/e2e/cases/FeedbackConstSumOptionQuestionE2ETest.java,None,None,1.49,None,15,None
teammates,E2E,src/main/java/teammates/ui/request/InstructorPrivilegeUpdateRequest.java,UI,UI,61.88,UI,80,Common
teammates,E2E,src/main/java/teammates/ui/servlets/WebSecurityHeaderFilter.java,UI,UI,65.69,UI,95,None
teammates,E2E,src/main/java/teammates/ui/webapi/RemindFeedbackSessionResultAction.java,UI,Logic,64.69,UI,80,None
teammates,E2E,src/main/java/teammates/ui/webapi/package-info.java,UI,UI,60.91,UI,100,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/StudentNotificationsPageAxeTest.java,None,None,3.28,None,20,None
teammates,E2E,src/client/java/teammates/client/scripts/MockCourseWithLargeResponseScript.java,Client,Client,111.5,Client,85,Client
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/InstructorCoursesPageAxeTest.java,None,None,1.32,None,20,None
teammates,E2E,src/main/java/teammates/ui/webapi/ArchiveCourseAction.java,UI,Logic,83.61,None,30,None
teammates,E2E,src/main/java/teammates/ui/webapi/GetAuthInfoAction.java,UI,UI,59.81,UI,90,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseDetailsPageAxeTest.java,None,None,1.35,None,10,None
teammates,E2E,src/main/java/teammates/common/exception/EntityDoesNotExistException.java,Common,Common,87.11,Common,75,Common
teammates,E2E,src/main/java/teammates/ui/webapi/GetFeedbackSessionSubmittedGiverSetAction.java,UI,Logic,72.03,UI,70,None
teammates,E2E,src/main/java/teammates/ui/output/InstructorData.java,UI,UI,57.81,UI,80,UI
teammates,E2E,src/e2e/java/teammates/e2e/cases/StudentCourseJoinConfirmationPageE2ETest.java,None,None,2.73,UI,80,None
teammates,E2E,src/e2e/java/teammates/e2e/pageobjects/InstructorStudentRecordsPage.java,None,None,2.44,UI,90,None
teammates,E2E,src/main/java/teammates/logic/core/UsageStatisticsLogic.java,Logic,Logic,71.52,Logic,100,Logic
teammates,E2E,src/main/java/teammates/ui/webapi/GetReadNotificationsAction.java,UI,Logic,67.98,UI,70,None
teammates,E2E,src/e2e/java/teammates/e2e/util/AxeUtil.java,None,None,1.03,Common,90,None
teammates,E2E,src/main/java/teammates/ui/output/FeedbackSessionsData.java,UI,UI,60.34,UI,100,UI
teammates,E2E,src/main/java/teammates/ui/request/CourseBasicRequest.java,UI,UI,61.43,UI,80,UI
teammates,E2E,src/main/java/teammates/common/util/SanitizationHelper.java,Common,Common,78.44,Common,100,Common
teammates,E2E,src/main/java/teammates/ui/output/ReadNotificationsData.java,UI,UI,60.6,UI,90,UI
teammates,E2E,src/main/java/teammates/common/exception/DeadlineExceededException.java,Common,Common,87.39,Common,90,Common
teammates,E2E,src/e2e/java/teammates/e2e/cases/InstructorCourseStudentDetailsPageE2ETest.java,None,None,1.34,UI,60,None
