Project,Module,File,GT,LLMAssign-IPRAG
mediastore-无角色说明,Packaging,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,MediaManagement,MediaManagement
mediastore-无角色说明,Packaging,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,non,non
mediastore-无角色说明,Packaging,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,TagWatermarking,TagWatermarking
mediastore-无角色说明,Packaging,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,UserDBAdapter,UserDBAdapter
mediastore-无角色说明,Packaging,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,UserDBAdapter,UserDBAdapter
mediastore-无角色说明,Packaging,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,UserManagement,UserManagement
mediastore-无角色说明,Packaging,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,UserManagement,UserManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,Facade,Facade
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,Facade,Facade
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,Facade,Facade
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,non,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,non,FileStorage
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,non,non
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,non,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,non,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,non,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,MediaManagement,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,MediaManagement,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,MediaManagement,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,Packaging,Packaging
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,Packaging,Packaging
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,Packaging,Packaging
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,UserManagement,UserManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,UserManagement,UserManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,UserManagement,UserManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,Facade,Facade
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,non,non
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,non,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,MediaManagement,MediaManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,Packaging,Packaging
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,TagWatermarking,TagWatermarking
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,UserDBAdapter,UserDBAdapter
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,UserDBAdapter,UserDBAdapter
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,UserManagement,UserManagement
mediastore-无角色说明,MediaAccess,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,UserManagement,UserManagement
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,non,MediaManagement
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,non,non
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,non,non
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,MediaManagement,MediaManagement
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,MediaManagement,MediaManagement
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,MediaManagement,MediaManagement
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,Packaging,Packaging
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,Packaging,Packaging
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,Packaging,Packaging
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,UserManagement,UserManagement
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,UserManagement,UserManagement
mediastore-无cot,Facade,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,UserManagement,UserManagement
mediastore-无cot,Facade,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,non,MediaManagement UserManagement
mediastore-无cot,Facade,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,MediaAccess,MediaAccess
mediastore-无cot,Facade,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,MediaManagement,MediaManagement
mediastore-无cot,Facade,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,Packaging,Packaging
mediastore-无cot,Facade,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,TagWatermarking,TagWatermarking
mediastore-无cot,Facade,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,UserDBAdapter,UserDBAdapter
mediastore-无cot,Facade,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,UserDBAdapter,UserDBAdapter
mediastore-无cot,Facade,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,UserManagement,UserManagement
mediastore-无cot,Facade,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,UserManagement,UserManagement
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,Facade,Facade
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,Facade,Facade
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,Facade,Facade
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,non,Facade
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,non,non
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,non,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,Packaging,Packaging
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,Packaging,Packaging
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,Packaging,Packaging
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,UserManagement,UserManagement
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,UserManagement,UserManagement
mediastore-无cot,MediaManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,UserManagement,UserManagement
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,Facade,Facade
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,MediaAccess,MediaAccess
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,non,Facade
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,Packaging,Packaging
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,TagWatermarking,TagWatermarking
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,UserDBAdapter,UserDBAdapter
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,UserDBAdapter,UserDBAdapter
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,UserManagement,UserManagement
mediastore-无cot,MediaManagement,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,UserManagement,UserManagement
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,Facade,Facade
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,Facade,Facade
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,Facade,Facade
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,MediaManagement,MediaManagement
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,MediaManagement,MediaManagement
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,MediaManagement,MediaManagement
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,Packaging,Packaging
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,Packaging,Packaging
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,Packaging,Packaging
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,non,Facade
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,non,UserDBAdapter
mediastore-无cot,UserManagement,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,non,UserDBAdapter
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,Facade,Facade
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,MediaAccess,MediaAccess
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,MediaManagement,MediaManagement
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,Packaging,Packaging
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,TagWatermarking,TagWatermarking
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,UserDBAdapter,UserDBAdapter
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,UserDBAdapter,UserDBAdapter
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,non,UserDBAdapter
mediastore-无cot,UserManagement,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,non,Facade
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,Facade,Facade
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,Facade,Facade
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,Facade,Facade
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,MediaManagement,MediaManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,MediaManagement,MediaManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,MediaManagement,MediaManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,Packaging,Packaging
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,Packaging,Packaging
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,Packaging,Packaging
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,UserManagement,UserManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,UserManagement,UserManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementRemote.java,UserManagement,UserManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java,Facade,Facade
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java,MediaAccess,MediaAccess
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java,MediaManagement,MediaManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java,Packaging,Packaging
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java,TagWatermarking,TagWatermarking
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java,non,UserManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java,non,UserManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java,UserManagement,UserManagement
mediastore-无cot,UserDBAdapter,Implementation/mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java,UserManagement,UserManagement
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacade.java,Facade,Facade
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeLocal.java,Facade,Facade
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IFacadeRemote.java,Facade,Facade
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccess.java,MediaAccess,MediaAccess
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java,MediaAccess,MediaAccess
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java,MediaAccess,MediaAccess
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java,MediaAccess,MediaAccess
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java,MediaAccess,MediaAccess
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessRemote.java,MediaAccess,MediaAccess
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java,MediaManagement,MediaManagement
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java,MediaManagement,MediaManagement
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java,MediaManagement,MediaManagement
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackaging.java,Packaging,Packaging
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java,Packaging,Packaging
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java,Packaging,Packaging
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java,UserManagement,UserManagement
mediastore-无cot,TagWatermarking,Implementation/mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java,UserManagement,UserManagement
