file_path,DistributedCameraSourceMgr,ChannelCommon,ChannelSource,ChannelSink,CameraDataProcessCommon,CameraDataPreProcess,CameraDataPostProcess,CameraServiceCommon,VirtualCameraHdf,utils,best_module,best_likelihood
services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_state.h,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,90.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_opened_state.h,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_config_stream_state.h,90.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,DistributedCameraSourceMgr,90.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_regist_state.h,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,90.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_capture_state.h,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,100.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_state_factory.h,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,80.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamerastate\dcamera_source_state_machine.h,90.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,DistributedCameraSourceMgr,90.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamera_source_event.h,70.00,5.00,1.00,1.00,1.00,1.00,1.00,20.00,1.00,1.00,DistributedCameraSourceMgr,70.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamera_source_service_ipc.h,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,90.00
services\cameraservice\sourceservice\include\distributedcameramgr\dcamera_source_dev.h,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\cameraservice\sourceservice\src\distributedcamera\dcamera_source_callback_proxy.cpp,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,85.00
services\cameraservice\sourceservice\src\distributedcamera\distributed_camera_source_stub.cpp,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,85.00
services\cameraservice\sourceservice\src\distributedcamera\dcamera_service_state_listener.cpp,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,80.00
services\cameraservice\sourceservice\src\distributedcamera\distributed_camera_source_service.cpp,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\channel\include\dcamera_channel_source_impl.h,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ChannelSource,90.00
services\channel\include\dcamera_channel_sink_impl.h,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,ChannelSink,95.00
services\channel\include\icamera_channel.h,0.00,95.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,ChannelCommon,95.00
services\channel\include\dcamera_softbus_session.h,0.00,90.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,ChannelCommon,90.00
services\channel\include\dcamera_softbus_adapter.h,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\channel\include\icamera_channel_listener.h,10.00,80.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,ChannelCommon,80.00
services\channel\src\dcamera_channel_source_impl.cpp,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ChannelSource,90.00
services\channel\src\dcamera_softbus_adapter.cpp,10.00,90.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,ChannelCommon,90.00
services\channel\src\dcamera_softbus_session.cpp,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ChannelCommon,85.00
services\channel\src\dcamera_channel_sink_impl.cpp,0.00,20.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,10.00,ChannelSink,70.00
services\data_process\include\eventbus\dcamera_codec_event.h,20.00,5.00,5.00,5.00,30.00,10.00,10.00,15.00,5.00,10.00,None,30.00
services\data_process\include\eventbus\dcamera_pipeline_event.h,70.00,3.00,0.00,0.00,2.00,0.00,0.00,20.00,0.00,5.00,DistributedCameraSourceMgr,70.00
services\data_process\include\interfaces\data_process_listener.h,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DistributedCameraSourceMgr,70.00
services\data_process\include\interfaces\idata_process_pipeline.h,70.00,10.00,10.00,10.00,80.00,20.00,20.00,10.00,5.00,30.00,CameraDataProcessCommon,80.00
services\data_process\include\pipeline\dcamera_pipeline_sink.h,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,85.00
services\data_process\include\pipeline\abstract_data_process.h,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,80.00
services\data_process\include\pipeline\dcamera_pipeline_source.h,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\data_process\include\pipeline_node\colorspace_conversion\convert_nv12_to_nv21.h,15.00,5.00,5.00,5.00,30.00,10.00,10.00,5.00,5.00,15.00,None,30.00
services\data_process\include\pipeline_node\fpscontroller\fps_controller_process.h,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,90.00
services\data_process\include\pipeline_node\multimedia_codec\encode_video_callback.h,10.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,15.00,CameraDataProcessCommon,75.00
services\data_process\include\pipeline_node\multimedia_codec\encode_data_process.h,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\data_process\include\pipeline_node\multimedia_codec\decode_video_callback.h,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,CameraDataPostProcess,70.00
services\data_process\include\pipeline_node\multimedia_codec\decode_data_process.h,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,70.00
services\data_process\include\utils\image_common_type.h,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\data_process\src\pipeline\dcamera_pipeline_source.cpp,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\data_process\src\pipeline\abstract_data_process.cpp,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,85.00
services\data_process\src\pipeline\dcamera_pipeline_sink.cpp,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,CameraDataPreProcess,70.00
services\data_process\src\pipeline_node\colorspace_conversion\convert_nv12_to_nv21.cpp,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,70.00
services\data_process\src\pipeline_node\fpscontroller\fps_controller_process.cpp,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\data_process\src\pipeline_node\multimedia_codec\encode_data_process.cpp,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,85.00
services\data_process\src\pipeline_node\multimedia_codec\decode_data_process_common.cpp,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,CameraDataProcessCommon,90.00
services\data_process\src\pipeline_node\multimedia_codec\encode_data_process_common.cpp,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
services\data_process\src\pipeline_node\multimedia_codec\decode_data_process.cpp,0.00,0.00,0.00,0.00,40.00,0.00,60.00,0.00,0.00,0.00,CameraDataPostProcess,60.00
services\data_process\src\pipeline_node\multimedia_codec\encode_video_callback.cpp,10.00,5.00,5.00,5.00,30.00,10.00,10.00,5.00,5.00,10.00,None,30.00
services\data_process\src\pipeline_node\multimedia_codec\decode_video_callback.cpp,5.00,5.00,5.00,5.00,30.00,10.00,10.00,5.00,5.00,10.00,None,30.00
services\data_process\src\utils\image_common_type.cpp,40.00,5.00,5.00,5.00,30.00,5.00,35.00,10.00,5.00,5.00,None,40.00
