file_path,Apps,BBB web,FreeSWITCH,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\HeaderParser.java,5.00,0.00,95.00,0.00,0.00,5.00,FreeSWITCH,95.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\IEslProtocolListener.java,5.00,0.00,90.00,0.00,0.00,5.00,FreeSWITCH,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\internal\ManagerConnectionImpl.java,5.00,5.00,90.00,0.00,0.00,0.00,FreeSWITCH,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\DefaultManagerConnection.java,0.00,0.00,100.00,0.00,0.00,0.00,FreeSWITCH,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\ManagerConnection.java,0.00,0.00,100.00,0.00,0.00,0.00,FreeSWITCH,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,30.00,5.00,50.00,0.00,10.00,30.00,FreeSWITCH,50.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupOutboundHandler.java,10.00,5.00,80.00,5.00,10.00,10.00,FreeSWITCH,80.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\SocketClient.java,0.00,0.00,90.00,0.00,0.00,10.00,FreeSWITCH,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundClientHandler.java,5.00,0.00,95.00,0.00,0.00,5.00,FreeSWITCH,95.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundPipelineFactory.java,10.00,5.00,85.00,0.00,5.00,10.00,FreeSWITCH,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEvent.java,0.00,0.00,100.00,0.00,0.00,0.00,FreeSWITCH,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEventHeaderNames.java,10.00,5.00,80.00,0.00,5.00,10.00,FreeSWITCH,80.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslFrameDecoder.java,5.00,5.00,90.00,5.00,5.00,10.00,FreeSWITCH,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslHeaders.java,0.00,0.00,90.00,0.00,0.00,0.00,FreeSWITCH,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslMessage.java,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\CommandResponse.java,0.00,0.00,95.00,0.00,0.00,0.00,FreeSWITCH,95.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\SendMsg.java,5.00,5.00,85.00,2.00,2.00,1.00,FreeSWITCH,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\IEslEventListener.java,10.00,5.00,85.00,0.00,10.00,10.00,FreeSWITCH,85.00
bigbluebutton-web\pres-checker\src\main\java\org\bigbluebutton\prescheck\Main.java,5.00,20.00,1.00,60.00,1.00,1.00,Presentation Conversion,60.00
