file_path,IMBS,KDE,LBP_MRF,LBSP,MultiLayer,PBAS,SigmaDelta,T2F,TwoPoints,ViBe,dp,general,lb,main,best_module,best_likelihood
bgslibrary\bgslibrary\algorithms\MultiLayer\BackgroundSubtractionAPI.h,11.472148895263672,24.78956413269043,6.347583293914795,9.72336196899414,115.28744506835938,6.673561096191406,5.282181739807129,6.673561096191406,7.093650817871094,4.282181739807129,10.369246482849121,7.756895542144775,11.126151084899902,17.717145919799805,MultiLayer,115.28744506835938
bgslibrary\bgslibrary\algorithms\algorithms.cpp,1.1573026180267334,0.0,0.0,2.3342678546905518,1.1573026180267334,0.0,1.1573026180267334,0.0,3.3831539154052734,1.1573026180267334,1.1573026180267334,3.491570472717285,1.176965355873108,3.491570472717285,general,3.491570472717285
bgslibrary\bgslibrary\algorithms\IMBS\IMBS.cpp,72.36509704589844,15.616035461425781,34.27471923828125,32.36862564086914,5.486329555511475,11.435711860656738,10.257794380187988,33.805503845214844,6.839876651763916,25.618528366088867,4.866681098937988,8.956942558288574,62.0563850402832,33.57194900512695,IMBS,72.36509704589844
bgslibrary\bgslibrary\algorithms\LBP_MRF\block.h,1.1212027072906494,0.0,129.53109741210938,69.53584289550781,1.1212027072906494,0.0,1.1212027072906494,21.51557159423828,3.3018083572387695,17.825639724731445,3.691128969192505,4.696543216705322,64.32837677001953,3.9265527725219727,LBP_MRF,129.53109741210938
bgslibrary\bgslibrary\algorithms\dp\Image.h,21.74677276611328,0.0,0.0,2.2403626441955566,1.1131118535995483,0.0,1.1131118535995483,0.0,3.2826027870178223,1.1131118535995483,119.26722717285156,3.598050832748413,1.9139641523361206,3.3534743785858154,dp,119.26722717285156
bgslibrary\bgslibrary\algorithms\T2F\T2FGMM.h,3.005765676498413,10.924296379089355,27.1214656829834,6.029334545135498,6.6045756340026855,14.142505645751953,4.869103908538818,95.0128173828125,5.210259914398193,3.005765676498413,82.29898834228516,7.513906955718994,11.919891357421875,22.305253982543945,T2F,95.0128173828125
bgslibrary\bgslibrary\VideoAnalysis.h,2.154641628265381,16.799245834350586,0.0,0.8447334170341492,0.0,1.1546415090560913,1.1546415090560913,0.0,3.8001115322113037,15.303553581237793,0.0,1.0,5.072204113006592,2.844733476638794,KDE,16.799245834350586
bgslibrary\bgslibrary\algorithms\lb\BGModelSom.cpp,1.4907810688018799,24.664581298828125,40.538814544677734,2.249521493911743,1.1174218654632568,9.192584991455078,1.4907810688018799,0.22848768532276154,3.6643319129943848,1.4907810688018799,74.80571746826172,3.4464943408966064,112.3145980834961,16.720870971679688,lb,112.3145980834961
bgslibrary\bgslibrary\algorithms\FrameDifference.h,18.073373794555664,0.3423480987548828,7.046883583068848,2.6269514560699463,1.1524379253387451,20.85842514038086,1.1524379253387451,0.18623709678649902,3.3750617504119873,1.1524379253387451,1.3386750221252441,3.6626057624816895,1.5439668893814087,12.54477596282959,PBAS,20.85842514038086
bgslibrary\bgslibrary\algorithms\T2FGMM_UM.cpp,18.074960708618164,10.495012283325195,10.23287582397461,6.210312366485596,6.830873966217041,23.16845703125,6.830873966217041,43.479618072509766,5.166931629180908,15.66356372833252,78.69244384765625,7.388323783874512,49.39005661010742,14.872262954711914,dp,78.69244384765625
bgslibrary\wrapper\matlab\backgroundSubtractor_wrapper.cpp,22.143115997314453,86.94137573242188,127.21208190917969,44.179542541503906,91.06256103515625,43.635013580322266,108.26842498779297,58.60090255737305,111.8377685546875,71.57058715820312,43.345458984375,6.847118377685547,75.3134765625,14.825335502624512,LBP_MRF,127.21208190917969
bgslibrary\gui\mfc\src\App.cpp,0.0,0.0,44.640350341796875,6.0435380935668945,0.0,0.0,0.0,0.46056708693504333,0.6049184203147888,0.0,2.343076467514038,4.621852874755859,4.202340602874756,5.995215892791748,LBP_MRF,44.640350341796875
bgslibrary\bgslibrary\algorithms\PBAS\PBAS.cpp,6.099778175354004,16.673280715942383,35.481224060058594,23.292728424072266,4.07827615737915,97.5270767211914,4.400842666625977,42.74074935913086,5.042290687561035,12.024154663085938,12.487238883972168,8.554152488708496,13.542536735534668,36.49298095703125,PBAS,97.5270767211914
bgslibrary\bgslibrary\Main.cpp,6.7056660652160645,31.09442138671875,4.9337921142578125,11.680562973022461,10.95553970336914,9.20186710357666,7.424097061157227,7.1414408683776855,6.772879600524902,6.7056660652160645,10.559931755065918,17.6381893157959,13.736661911010742,79.90426635742188,main,79.90426635742188
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzyGauss.h,1.150882601737976,0.3363727331161499,28.95238494873047,2.3206255435943604,1.150882601737976,13.451565742492676,1.150882601737976,40.69440841674805,3.3714451789855957,1.150882601737976,1.150882601737976,3.6207356452941895,103.27826690673828,3.7417616844177246,lb,103.27826690673828
bgslibrary\bgslibrary\algorithms\KDE.cpp,18.26441192626953,115.86016082763672,10.979759216308594,6.980096340179443,6.746939182281494,12.330446243286133,10.049077033996582,4.819329261779785,6.414038181304932,17.930265426635742,5.4100341796875,7.261240005493164,6.849680423736572,15.32580852508545,KDE,115.86016082763672
bgslibrary\bgslibrary\algorithms\MultiCue.h,14.45655632019043,12.919387817382812,11.583434104919434,27.971656799316406,10.065269470214844,34.80186462402344,4.805202484130859,8.407171249389648,5.414698600769043,16.504779815673828,30.330890655517578,6.28489351272583,18.8010311126709,19.30489730834961,PBAS,34.80186462402344
bgslibrary\bgslibrary\algorithms\ViBe\vibe-background-sequential.h,5.505786895751953,13.931021690368652,27.300931930541992,9.830986022949219,11.041406631469727,13.910221099853516,7.7616777420043945,6.969840049743652,6.4870758056640625,70.67344665527344,9.971242904663086,9.547711372375488,12.73159408569336,22.174972534179688,ViBe,70.67344665527344
bgslibrary\gui\qt\bgslibrary_gui.cpp,5.904233455657959,14.504508972167969,0.0,12.608839988708496,7.252254486083984,9.030360221862793,7.667133331298828,7.252254486083984,6.969022750854492,5.904233455657959,9.97870922088623,12.68496322631836,13.081265449523926,65.0409164428711,main,65.0409164428711
bgslibrary\bgslibrary\algorithms\dp\Error.h,1.1554981470108032,14.448127746582031,6.768342971801758,3.6356592178344727,1.1554981470108032,0.0,1.1554981470108032,0.17980661988258362,4.039669036865234,1.1554981470108032,84.71672821044922,3.485931634902954,1.3547420501708984,5.315987586975098,dp,84.71672821044922
bgslibrary\bgslibrary\algorithms\T2FGMM_UM.h,17.622915267944336,0.3300876021385193,6.934357166290283,2.609264612197876,1.149221658706665,21.468555450439453,1.149221658706665,37.96055221557617,3.3634705543518066,1.149221658706665,94.78699493408203,3.6497695446014404,15.420280456542969,13.232331275939941,dp,94.78699493408203
bgslibrary\gui\mfc\src\Dlg.h,15.376916885375977,39.55226135253906,61.34835433959961,0.0,0.0,16.210067749023438,0.3502040207386017,0.7453365325927734,0.3502040207386017,1.3502039909362793,1.2967729568481445,0.42213135957717896,6.720849990844727,12.955696105957031,LBP_MRF,61.34835433959961
bgslibrary\bgslibrary\algorithms\TwoPoints\two_points.cpp,9.156270027160645,5.269421577453613,40.03245162963867,24.2484073638916,5.898683071136475,31.75701332092285,2.5320966243743896,3.5151278972625732,95.28697204589844,14.457366943359375,6.528165340423584,4.721803665161133,7.5223164558410645,19.573463439941406,TwoPoints,95.28697204589844
bgslibrary\bgslibrary\tools\FuzzyUtils.h,0.0,0.0,90.37275695800781,41.125282287597656,0.0,0.0,0.0,2.2840332984924316,1.063855767250061,0.0,0.28403329849243164,0.0,70.75456237792969,15.911748886108398,LBP_MRF,90.37275695800781
bgslibrary\wrapper\python\ndarray_converter.cpp,10.793912887573242,1.2287602424621582,34.42717742919922,15.843964576721191,0.0,0.0,1.0,84.38651275634766,1.6425671577453613,16.635793685913086,24.25924301147461,0.680884599685669,11.097773551940918,14.356554985046387,T2F,84.38651275634766
bgslibrary\bgslibrary\tools\PixelUtils.cpp,0.0,2.079061508178711,6.874880790710449,0.0,2.079061508178711,0.0,2.079061508178711,19.568038940429688,1.0418429374694824,0.0,0.0,1.0,0.0,1.4656184911727905,T2F,19.568038940429688
bgslibrary\bgslibrary\algorithms\T2F\T2FMRF.h,3.055887460708618,12.888925552368164,30.181283950805664,6.129211902618408,8.480368614196777,13.993511199951172,6.765097618103027,127.14248657226562,5.2561726570129395,3.055887460708618,81.98494720458984,7.604824542999268,14.611722946166992,22.0731143951416,T2F,127.14248657226562
bgslibrary\bgslibrary\algorithms\algorithms.h,1.1644238233566284,0.0,0.0,2.349400520324707,1.1644238233566284,0.0,1.1644238233566284,0.0,3.4004995822906494,1.1644238233566284,1.1644238233566284,3.513824224472046,1.1849768161773682,3.513824224472046,general,3.513824224472046
bgslibrary\bgslibrary\algorithms\PBAS\PBAS.h,2.5430541038513184,19.324745178222656,21.880945205688477,9.493438720703125,4.137608051300049,74.26825714111328,4.543054103851318,2.486576557159424,5.941827774047852,2.5430541038513184,11.076104164123535,8.636672973632812,11.250683784484863,30.98556900024414,PBAS,74.26825714111328
bgslibrary\bgslibrary\algorithms\DPPratiMediod.cpp,18.47757911682129,10.804280281066895,10.388400077819824,6.353909969329834,6.980431079864502,23.76113510131836,6.980431079864502,4.007999897003174,5.244571208953857,16.056238174438477,41.0744514465332,7.533758640289307,34.1096076965332,15.080166816711426,dp,41.0744514465332
bgslibrary\bgslibrary\algorithms\lb\BGModelMog.h,1.1500475406646729,0.33320051431655884,23.448373794555664,2.3188509941101074,1.1500475406646729,1.6261417865753174,1.1500475406646729,0.0,3.369502067565918,1.1500475406646729,1.1500475406646729,3.6167187690734863,99.93357849121094,3.7366034984588623,lb,99.93357849121094
bgslibrary\bgslibrary\algorithms\LBFuzzyAdaptiveSOM.h,17.933307647705078,0.3947349488735199,27.07636833190918,2.621453046798706,1.151444435119629,19.00030517578125,1.151444435119629,0.18538051843643188,3.3727521896362305,1.151444435119629,1.3368250131607056,3.658644437789917,92.00322723388672,11.505541801452637,lb,92.00322723388672
bgslibrary\bgslibrary\algorithms\lb\BGModelFuzzySom.cpp,1.4907810688018799,24.664581298828125,47.604286193847656,2.249521493911743,1.1174218654632568,9.192584991455078,1.4907810688018799,6.077030658721924,3.6643319129943848,1.4907810688018799,74.80571746826172,3.4464943408966064,121.16696166992188,16.720870971679688,lb,121.16696166992188
bgslibrary\bgslibrary\algorithms\CodeBook.cpp,14.651388168334961,10.451807975769043,25.563814163208008,27.42546844482422,3.029071807861328,6.765731334686279,3.4105076789855957,0.5535091161727905,4.365494728088379,14.65065860748291,2.6031808853149414,3.585581064224243,30.378671646118164,42.384071350097656,main,42.384071350097656
bgslibrary\bgslibrary\algorithms\MultiLayer.h,26.821212768554688,24.51615333557129,94.7510986328125,41.31591796875,117.94920349121094,23.719999313354492,3.413573741912842,6.252634048461914,7.93991231918335,14.213916778564453,14.135741233825684,6.0477728843688965,72.06582641601562,37.773162841796875,MultiLayer,117.94920349121094
bgslibrary\gui\qt\texteditor.h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6261022090911865,0.0,0.0,0.0,0.0,0.0,TwoPoints,0.6261022090911865
bgslibrary\bgslibrary\algorithms\T2FMRF_UM.cpp,17.968963623046875,12.25789737701416,66.3563461303711,8.112338066101074,7.72051477432251,23.693645477294922,7.72051477432251,70.2771987915039,6.956985950469971,15.518404960632324,79.137939453125,8.286503791809082,51.41246032714844,15.081687927246094,dp,79.137939453125
bgslibrary\bgslibrary\algorithms\MultiLayer.cpp,24.375205993652344,34.512332916259766,110.6198959350586,49.30235290527344,117.90455627441406,24.307619094848633,8.729462623596191,53.830013275146484,9.030630111694336,21.012279510498047,20.398744583129883,11.14380168914795,83.70817565917969,41.833885192871094,MultiLayer,117.90455627441406
bgslibrary\gui\mfc\src\stdafx.cpp,0.0,0.0,11.550827026367188,0.0,0.0,0.0,0.0,0.3208562731742859,0.0,0.0,0.0,0.0,1.1437031030654907,0.0,LBP_MRF,11.550827026367188
bgslibrary\gui\qt\ui_mainwindow.h,13.176199913024902,32.07347106933594,5.665055274963379,6.547983169555664,7.74155330657959,4.544413089752197,7.164173126220703,47.94949722290039,7.018524169921875,16.183488845825195,5.9356818199157715,12.27222728729248,15.496115684509277,50.79887390136719,main,50.79887390136719
bgslibrary\bgslibrary\algorithms\GMG.cpp,22.870174407958984,22.449052810668945,11.81406307220459,7.307134628295898,7.173211097717285,20.86615753173828,7.823381423950195,3.987889289855957,6.147256374359131,17.73833465576172,5.250117301940918,10.788856506347656,9.284476280212402,17.253978729248047,IMBS,22.870174407958984
bgslibrary\bgslibrary\algorithms\dp\TextureBGS.cpp,2.3207809925079346,18.434162139892578,78.03575134277344,27.539566040039062,4.720920085906982,4.588597297668457,2.3207809925079346,5.040279865264893,5.089940071105957,2.3207809925079346,87.09745788574219,4.426713943481445,65.79013061523438,15.802705764770508,dp,87.09745788574219
bgslibrary\bgslibrary\algorithms\IMBS\IMBS.hpp,58.662109375,6.123151779174805,10.899677276611328,4.913195610046387,4.828227996826172,2.848073959350586,6.767402172088623,24.712018966674805,4.62443208694458,26.600383758544922,3.3254737854003906,8.205939292907715,9.531323432922363,16.781179428100586,IMBS,58.662109375
bgslibrary\bgslibrary\algorithms\dp\Bgs.h,3.06547212600708,9.561880111694336,17.061006546020508,6.149804592132568,6.883584022521973,14.925065994262695,6.883584022521973,3.829179048538208,5.28603458404541,3.06547212600708,87.83002471923828,7.62438440322876,9.082367897033691,17.063814163208008,dp,87.83002471923828
bgslibrary\bgslibrary\algorithms\T2F\MRF.cpp,3.3396308422088623,11.932597160339355,81.16609191894531,8.400524139404297,7.06608772277832,5.966298580169678,5.57947301864624,98.48477935791016,6.93042516708374,19.994150161743164,67.60345458984375,9.638648986816406,16.919782638549805,9.806122779846191,T2F,98.48477935791016
bgslibrary\bgslibrary\algorithms\lb\BGModelGauss.h,1.1520105600357056,0.3406974971294403,23.75828742980957,2.3230223655700684,1.1520105600357056,13.113699913024902,1.1520105600357056,0.0,3.37406849861145,1.1520105600357056,1.1520105600357056,3.6261794567108154,100.74385833740234,3.7487614154815674,lb,100.74385833740234
bgslibrary\bgslibrary\tools\FuzzyUtils.cpp,0.0,1.0,64.9386978149414,14.35125732421875,1.0,0.0,1.0,31.31110382080078,1.0321317911148071,0.0,0.29491370916366577,0.0,50.01032257080078,17.235750198364258,LBP_MRF,64.9386978149414
bgslibrary\bgslibrary\algorithms\KDE\NPBGSubtractor.cpp,6.840366840362549,88.86012268066406,32.37809371948242,52.9764518737793,4.528928279876709,33.69552230834961,4.5909528732299805,2.4327211380004883,5.500425815582275,1.0571538209915161,2.3805103302001953,5.403438568115234,4.581523418426514,25.473838806152344,KDE,88.86012268066406
bgslibrary\gui\qt\mainwindow.h,14.035823822021484,0.0,26.301170349121094,2.246119976043701,1.115821123123169,21.452611923217773,1.476544737815857,34.920188903808594,5.119724273681641,2.4765448570251465,1.442915439605713,4.525488376617432,9.146828651428223,55.17520523071289,main,55.17520523071289
bgslibrary\bgslibrary\algorithms\LBFuzzyAdaptiveSOM.cpp,18.604238510131836,10.675431251525879,26.486114501953125,6.283761024475098,6.913179874420166,12.889508247375488,6.913179874420166,3.931023120880127,5.209283351898193,16.18781089782715,5.06326150894165,7.464498043060303,86.92945861816406,15.098386764526367,lb,86.92945861816406
bgslibrary\bgslibrary\algorithms\LBSP\DistanceUtils.h,6.502112865447998,7.254706382751465,24.137298583984375,74.12812805175781,5.014135837554932,6.646518230438232,1.4081274271011353,1.4244309663772583,5.519288063049316,18.766399383544922,1.706987738609314,7.32995080947876,41.168861389160156,9.773674964904785,LBSP,74.12812805175781
bgslibrary\bgslibrary\algorithms\ViBe.cpp,19.899784088134766,6.214069843292236,12.013223648071289,6.619559288024902,5.726721286773682,18.41495132446289,2.5130555629730225,3.385080575942993,4.707991600036621,75.94547271728516,6.357231140136719,6.7140936851501465,6.854851722717285,15.895014762878418,ViBe,75.94547271728516
bgslibrary\bgslibrary\algorithms\_template_\MyBGS.cpp,17.827783584594727,3.417410373687744,11.413305282592773,5.272678852081299,3.340609312057495,11.857354164123535,3.340609312057495,0.1846030205488205,3.346921682357788,1.1424274444580078,1.3270305395126343,3.6296889781951904,1.5294369459152222,11.591397285461426,IMBS,17.827783584594727
bgslibrary\bgslibrary\algorithms\MultiLayer\BlobResult.h,1.4722820520401,0.0,0.0,30.42620849609375,101.06712341308594,1.892724871635437,1.4722820520401,0.0,4.781580448150635,12.880903244018555,6.618209362030029,3.8661911487579346,4.904573917388916,10.390912055969238,MultiLayer,101.06712341308594
bgslibrary\bgslibrary\algorithms\DPAdaptiveMedian.h,17.73775863647461,0.33320051431655884,6.963335990905762,2.6137750148773193,1.1500475406646729,23.627565383911133,1.1500475406646729,0.1841704398393631,3.369502067565918,1.1500475406646729,90.37007141113281,3.653069019317627,1.5371443033218384,13.272746086120605,dp,90.37007141113281
bgslibrary\bgslibrary\tools\PixelUtils.h,0.0,2.0185623168945312,4.0371246337890625,0.0,2.0185623168945312,0.0,2.0185623168945312,0.0,1.0633989572525024,0.0,0.0,0.0,0.0,1.0,LBP_MRF,4.0371246337890625
bgslibrary\bgslibrary\algorithms\dp\ZivkovicAGMM.h,3.0783605575561523,11.224336624145508,37.16961669921875,6.174650192260742,6.755600452423096,14.374404907226562,5.013288974761963,6.189172267913818,5.289006233215332,3.0783605575561523,89.79798889160156,7.674781322479248,12.832430839538574,22.47422218322754,dp,89.79798889160156
bgslibrary\bgslibrary\algorithms\DPGrimsonGMM.cpp,18.58268165588379,10.675431251525879,10.468387603759766,6.283761024475098,6.913179874420166,23.926803588867188,6.913179874420166,7.197338581085205,5.209283351898193,16.18781089782715,47.52430725097656,7.464498043060303,50.677894592285156,15.115077018737793,lb,50.677894592285156
bgslibrary\bgslibrary\algorithms\DPGrimsonGMM.h,17.73775863647461,0.33320051431655884,6.963335990905762,2.6137750148773193,1.1500475406646729,21.627565383911133,1.1500475406646729,2.978030204772949,3.369502067565918,1.1500475406646729,94.9577865600586,3.653069019317627,15.50644302368164,13.272746086120605,dp,94.9577865600586
bgslibrary\bgslibrary\VideoCapture.cpp,11.787064552307129,34.44175720214844,13.497550010681152,3.3827810287475586,1.5656989812850952,2.0655126571655273,2.0655126571655273,15.26744270324707,5.456840991973877,44.46321105957031,1.2973415851593018,4.634040355682373,45.621097564697266,17.689830780029297,lb,45.621097564697266
bgslibrary\examples\Demo2.cpp,9.561331748962402,20.03945541381836,9.035846710205078,32.3848991394043,4.378932952880859,13.832335472106934,1.6476483345031738,3.3055546283721924,4.450881481170654,12.447990417480469,3.735867500305176,5.3430585861206055,5.349709510803223,72.24153137207031,main,72.24153137207031
bgslibrary\bgslibrary\algorithms\ViBe\vibe-background-sequential.cpp,11.005918502807617,16.599124908447266,46.534873962402344,29.09354591369629,12.191644668579102,52.44947052001953,9.179081916809082,8.727736473083496,8.014383316040039,69.7978515625,12.391070365905762,11.877141952514648,16.83681297302246,34.93047332763672,ViBe,69.7978515625
bgslibrary\bgslibrary\algorithms\SigmaDelta.cpp,18.84712791442871,10.444151878356934,27.031757354736328,8.171186447143555,7.026238918304443,12.729781150817871,148.64939880371094,26.64426040649414,5.492900848388672,17.605138778686523,5.106752395629883,7.856699466705322,7.091097831726074,15.62505054473877,SigmaDelta,148.64939880371094
bgslibrary\bgslibrary\algorithms\TwoPoints\two_points.h,4.213369846343994,13.750722885131836,26.795150756835938,9.113298416137695,10.903227806091309,13.555779457092285,7.817699909210205,6.716480255126953,132.0874481201172,4.213369846343994,9.626172065734863,8.269220352172852,12.374216079711914,20.014543533325195,TwoPoints,132.0874481201172
bgslibrary\bgslibrary\algorithms\MultiLayer\blob.h,6.504772186279297,2.6820473670959473,5.043344497680664,4.586300849914551,84.1157455444336,8.250165939331055,2.6902661323547363,0.1400929093360901,3.4983723163604736,15.828877449035645,7.460917949676514,8.587632179260254,4.508570194244385,48.26136779785156,MultiLayer,84.1157455444336
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEHistogram.hpp,2.2565650939941406,34.681785583496094,147.5558624267578,42.57618713378906,5.4926042556762695,3.9146361351013184,2.2565650939941406,24.79002571105957,5.206012725830078,13.413834571838379,8.87710952758789,5.550974369049072,70.91539764404297,26.95576286315918,LBP_MRF,147.5558624267578
bgslibrary\bgslibrary\algorithms\SigmaDelta\sdLaMa091.cpp,2.941481351852417,8.71163558959961,48.445220947265625,6.405089378356934,6.56019401550293,10.763147354125977,84.34688568115234,3.6337058544158936,5.041542053222656,7.570085525512695,5.097683906555176,11.776193618774414,24.66506004333496,36.866004943847656,SigmaDelta,84.34688568115234
bgslibrary\bgslibrary\algorithms\MixtureOfGaussianV1.h,19.013015747070312,4.340697288513184,12.473247528076172,4.624582290649414,3.152010679244995,22.762680053710938,3.152010679244995,3.337015390396118,4.370264053344727,2.152010679244995,4.337879657745361,5.812048435211182,7.62028169631958,12.527905464172363,PBAS,22.762680053710938
bgslibrary\bgslibrary\VideoCapture.h,1.3854711055755615,13.020988464355469,5.206954002380371,0.2885740399360657,0.0,0.3854711055755615,0.3854711055755615,0.1446375995874405,1.4500247240066528,16.143251419067383,0.1446375995874405,1.1446375846862793,4.645872116088867,9.390962600708008,ViBe,16.143251419067383
bgslibrary\bgslibrary\tools\ForegroundMaskAnalysis.h,7.570657253265381,1.0,12.952942848205566,0.3035109341144562,1.0,0.3604574501514435,1.360457420349121,19.950929641723633,1.4269487857818604,0.3604574501514435,0.15212419629096985,0.15212419629096985,2.851106882095337,8.298555374145508,T2F,19.950929641723633
bgslibrary\bgslibrary\algorithms\MultiLayer\BlobExtraction.cpp,1.0484397411346436,0.3220468759536743,6.689385890960693,3.6850762367248535,58.7614631652832,13.77536392211914,1.0484397411346436,0.4989174008369446,4.033041477203369,1.0484397411346436,6.619141101837158,6.692607402801514,5.3201141357421875,42.2887077331543,MultiLayer,58.7614631652832
bgslibrary\bgslibrary\algorithms\MultiLayer\BlobExtraction.h,1.1520105600357056,0.0,0.0,2.3230223655700684,106.41798400878906,1.6402299404144287,1.1520105600357056,0.0,4.73754358291626,1.1520105600357056,1.1520105600357056,3.6508069038391113,5.038817405700684,4.687252521514893,MultiLayer,106.41798400878906
bgslibrary\bgslibrary\algorithms\_template_\MyBGS.h,18.25662612915039,0.34124594926834106,7.2338666915893555,2.6253697872161865,1.1521527767181396,19.15323257446289,1.1521527767181396,0.1914616823196411,3.370610237121582,1.1521527767181396,1.3436144590377808,3.6669390201568604,1.5540952682495117,11.724973678588867,PBAS,19.15323257446289
bgslibrary\bgslibrary\algorithms\MultiLayer\LocalBinaryPattern.h,24.591888427734375,12.056777954101562,131.07049560546875,70.44768524169922,101.51972961425781,6.777580261230469,1.1414368152618408,1.5455079078674316,3.344508409500122,12.680027961730957,1.929000735282898,176.2128143310547,75.59329223632812,9.166138648986816,general,176.2128143310547
bgslibrary\bgslibrary\algorithms\GMG.h,19.124454498291016,4.3374433517456055,8.205595016479492,4.619901180267334,3.151163101196289,27.340877532958984,3.151163101196289,2.190782070159912,4.372097492218018,2.151163101196289,3.341944932937622,5.663166522979736,4.55162239074707,12.691981315612793,PBAS,27.340877532958984
bgslibrary\bgslibrary\algorithms\MultiLayer\CMultiLayerBGS.cpp,19.4309139251709,55.67752456665039,234.50057983398438,189.6175537109375,61.26682662963867,30.6358699798584,6.451932907104492,33.32661437988281,8.862395286560059,36.00139617919922,49.93439865112305,14.989693641662598,139.434326171875,60.172210693359375,LBP_MRF,234.50057983398438
bgslibrary\bgslibrary\algorithms\LBP_MRF\MEImage.cpp,4.000627517700195,18.794004440307617,101.9343490600586,29.77248191833496,10.258808135986328,8.624971389770508,2.1794939041137695,31.070056915283203,6.005372524261475,12.216161727905273,22.116718292236328,16.511493682861328,75.67036437988281,31.972759246826172,LBP_MRF,101.9343490600586
bgslibrary\bgslibrary\algorithms\T2FGMM_UV.cpp,18.074960708618164,10.495012283325195,10.23287582397461,6.210312366485596,6.830873966217041,23.16845703125,6.830873966217041,43.479618072509766,5.166931629180908,15.66356372833252,78.69244384765625,7.388323783874512,49.39005661010742,14.872262954711914,dp,78.69244384765625
bgslibrary\bgslibrary\algorithms\LBSP\BackgroundSubtractorSuBSENSE.h,2.4279394149780273,6.5193095207214355,45.83483123779297,103.82643127441406,3.127271890640259,4.079348564147949,5.50930118560791,2.3493127822875977,4.610673427581787,19.216712951660156,5.995894432067871,5.599869728088379,106.28251647949219,22.774555206298828,lb,106.28251647949219
bgslibrary\bgslibrary\algorithms\DPWrenGA.cpp,18.58268165588379,10.675431251525879,14.796669960021973,6.283761024475098,6.913179874420166,23.926803588867188,6.913179874420166,19.578840255737305,5.209283351898193,16.18781089782715,40.991676330566406,7.464498043060303,34.346317291259766,15.115077018737793,dp,40.991676330566406
bgslibrary\bgslibrary\algorithms\CodeBook.h,17.45380210876465,13.212310791015625,17.66490936279297,26.89025115966797,1.1454846858978271,18.096635818481445,1.4891780614852905,0.4745841920375824,3.7025628089904785,1.4891780614852905,2.5674171447753906,3.648581027984619,32.94688034057617,35.78749084472656,main,35.78749084472656
bgslibrary\gui\mfc\src\resource.h,0.0,0.0,4.507568359375,0.0,0.0,0.0,0.0,0.1252102255821228,0.0,0.0,0.6555012464523315,0.0,0.44631609320640564,0.0,LBP_MRF,4.507568359375
bgslibrary\bgslibrary\IFrameProcessor.h,0.0,0.0,5.707263946533203,0.0,0.0,0.0,0.0,0.15853510797023773,1.0680879354476929,0.0,0.15853510797023773,0.15853510797023773,0.31707021594047546,7.122948169708252,main,7.122948169708252
bgslibrary\bgslibrary\algorithms\DPWrenGA.h,17.73775863647461,0.33320051431655884,6.963335990905762,2.6137750148773193,1.1500475406646729,21.627565383911133,1.1500475406646729,0.1841704398393631,3.369502067565918,1.1500475406646729,89.37007141113281,3.653069019317627,1.5371443033218384,13.272746086120605,dp,89.37007141113281
bgslibrary\bgslibrary\algorithms\DPZivkovicAGMM.h,17.73775863647461,0.33320051431655884,6.963335990905762,2.6137750148773193,1.1500475406646729,21.627565383911133,1.1500475406646729,2.978030204772949,3.369502067565918,1.1500475406646729,94.9577865600586,3.653069019317627,15.50644302368164,13.272746086120605,dp,94.9577865600586
bgslibrary\wrapper\java\bgslibrary_java_module.cpp,24.05437660217285,89.80523681640625,135.14004516601562,47.09321212768555,95.64249420166016,19.96415901184082,111.3683853149414,59.81296157836914,116.38858032226562,74.08750915527344,45.64863204956055,5.7101240158081055,76.24163055419922,17.474308013916016,LBP_MRF,135.14004516601562
bgslibrary\bgslibrary\algorithms\lb\BGModelGauss.cpp,1.8472614288330078,18.05586814880371,42.87978744506836,2.2796695232391357,1.1316092014312744,17.752389907836914,1.8472614288330078,0.18638962507247925,4.040461540222168,1.8472614288330078,90.87346649169922,3.509425640106201,124.85297393798828,16.63629913330078,lb,124.85297393798828
bgslibrary\bgslibrary\utils\ILoadSaveConfig.h,0.4020463824272156,2.800835609436035,2.800835609436035,3.8896265029907227,2.800835609436035,17.425933837890625,2.4193825721740723,6.387210845947266,2.137454032897949,17.463882446289062,0.19641543924808502,0.0,2.89020037651062,1.2110979557037354,ViBe,17.463882446289062
bgslibrary\gui\mfc\src\stdafx.h,0.0,0.0,11.281408309936523,0.0,0.0,0.0,0.0,0.3133724331855774,0.0,0.0,0.0,0.0,1.1170265674591064,0.0,LBP_MRF,11.281408309936523
bgslibrary\bgslibrary\algorithms\WeightedMovingVariance.h,18.206449508666992,0.3300876021385193,7.50072717666626,2.609264612197876,1.149221658706665,20.147235870361328,1.149221658706665,0.19918443262577057,3.3634705543518066,1.149221658706665,5.9292120933532715,3.6655020713806152,1.7126824855804443,19.811983108520508,PBAS,20.147235870361328
