file_path,Apps,BBB web,FSESL,FreeSWITCH,Presentation Conversion,best_module,best_likelihood
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundClientHandler.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\SocketClient.java,0.00,0.00,99.00,1.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEventHeaderNames.java,0.00,0.00,99.00,1.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEvent.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslMessage.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslHeaders.java,0.00,0.00,99.00,1.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslFrameDecoder.java,0.00,0.00,99.00,1.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\CommandResponse.java,0.00,0.00,99.00,1.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\SendMsg.java,0.00,0.00,99.00,1.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\IEslEventListener.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bigbluebutton-web\pres-checker\src\main\java\org\bigbluebutton\prescheck\Main.java,0.00,0.00,0.00,0.00,95.00,Presentation Conversion,95.00
