file_path,Apps,BBB web,FSESL,FreeSWITCH,Redis DB,Redis PubSub,best_module,best_likelihood
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupOutboundHandler.java,0.00,0.00,85.00,0.00,0.00,0.00,FSESL,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,5.00,0.00,85.00,10.00,0.00,10.00,FSESL,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\SocketClient.java,0.00,0.00,90.00,0.00,0.00,0.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundPipelineFactory.java,0.00,0.00,80.00,60.00,0.00,40.00,FSESL,80.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundClientHandler.java,0.00,0.00,80.00,0.00,0.00,0.00,FSESL,80.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEventHeaderNames.java,10.00,5.00,90.00,40.00,5.00,20.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEvent.java,5.00,1.00,85.00,8.00,1.00,8.00,FSESL,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslMessage.java,0.00,0.00,90.00,0.00,0.00,0.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslHeaders.java,0.00,0.00,90.00,0.00,0.00,0.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslFrameDecoder.java,5.00,5.00,85.00,5.00,0.00,0.00,FSESL,85.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\SendMsg.java,10.00,5.00,80.00,20.00,5.00,15.00,FSESL,80.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\CommandResponse.java,0.00,0.00,90.00,10.00,0.00,0.00,FSESL,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\IEslEventListener.java,0.00,0.00,70.00,0.00,0.00,0.00,FSESL,70.00
bigbluebutton-web\pres-checker\src\main\java\org\bigbluebutton\prescheck\Main.java,5.00,20.00,0.00,0.00,0.00,0.00,None,20.00
