file_path,model,logic,cli,preferences,best_module,best_likelihood
src\main\java\org\jabref\gui\fieldeditors\PatentTypeEditorViewModel.java,3.00,22.00,0.00,2.00,None,22.00
src\main\java\org\jabref\gui\fieldeditors\PersonsEditor.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\org\jabref\gui\fieldeditors\PersonsEditorViewModel.java,5.00,30.00,1.00,8.00,None,30.00
src\main\java\org\jabref\gui\fieldeditors\SimpleEditor.java,15.00,5.00,0.00,0.00,None,15.00
src\main\java\org\jabref\gui\fieldeditors\TextInputControlBehavior.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\fieldeditors\SimpleEditorViewModel.java,5.00,30.00,1.00,4.00,None,30.00
src\main\java\org\jabref\gui\fieldeditors\TypeEditorViewModel.java,15.00,5.00,1.00,2.00,None,15.00
src\main\java\org\jabref\gui\fieldeditors\UrlEditor.java,20.00,0.00,0.00,0.00,None,20.00
src\main\java\org\jabref\gui\fieldeditors\URLUtil.java,5.00,8.00,1.00,30.00,None,30.00
src\main\java\org\jabref\gui\fieldeditors\UrlEditorViewModel.java,0.00,25.00,0.00,0.00,None,25.00
src\main\java\org\jabref\gui\fieldeditors\WriteMetadataToPdfCommand.java,5.00,85.00,2.00,8.00,logic,85.00
src\main\java\org\jabref\gui\fieldeditors\YesNoEditorViewModel.java,5.00,5.00,1.00,15.00,None,15.00
src\main\java\org\jabref\gui\groups\GroupDescriptions.java,0.00,80.00,0.00,0.00,logic,80.00
src\main\java\org\jabref\gui\groups\GroupDialogHeader.java,60.00,0.00,0.00,0.00,model,60.00
src\main\java\org\jabref\gui\groups\GroupDialogViewModel.java,5.00,30.00,1.00,15.00,None,30.00
src\main\java\org\jabref\gui\groups\GroupDialogView.java,5.00,10.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\groups\GroupModeViewModel.java,5.00,8.00,1.00,20.00,None,20.00
src\main\java\org\jabref\gui\groups\GroupsPreferences.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\groups\GroupNodeViewModel.java,5.00,15.00,0.00,5.00,None,15.00
src\main\java\org\jabref\gui\groups\GroupTreeNodeViewModel.java,10.00,60.00,2.00,3.00,logic,60.00
src\main\java\org\jabref\gui\groups\GroupTreeView.java,5.00,25.00,0.00,30.00,None,30.00
src\main\java\org\jabref\gui\groups\GroupTreeViewModel.java,0.00,95.00,0.00,0.00,logic,95.00
src\main\java\org\jabref\gui\groups\MoveGroupChange.java,0.00,70.00,0.00,0.00,logic,70.00
src\main\java\org\jabref\gui\groups\GroupViewMode.java,5.00,15.00,2.00,38.00,None,38.00
src\main\java\org\jabref\gui\groups\UndoableChangeEntriesOfGroup.java,5.00,65.00,5.00,5.00,logic,65.00
src\main\java\org\jabref\gui\groups\UndoableAddOrRemoveGroup.java,5.00,75.00,0.00,0.00,logic,75.00
src\main\java\org\jabref\gui\groups\UndoableModifySubtree.java,0.00,20.00,0.00,0.00,None,20.00
src\main\java\org\jabref\gui\groups\UndoableMoveGroup.java,0.00,10.00,0.00,0.00,None,10.00
src\main\java\org\jabref\gui\help\AboutDialogView.java,15.00,5.00,1.00,2.00,None,15.00
src\main\java\org\jabref\gui\help\AboutAction.java,3.00,15.00,1.00,2.00,None,15.00
src\main\java\org\jabref\gui\help\AboutDialogViewModel.java,5.00,35.00,2.00,8.00,None,35.00
src\main\java\org\jabref\gui\help\ErrorConsoleAction.java,5.00,10.00,1.00,2.00,None,10.00
src\main\java\org\jabref\gui\help\HelpAction.java,5.00,30.00,2.00,5.00,None,30.00
src\main\java\org\jabref\gui\help\NewVersionDialog.java,0.00,1.00,0.00,5.00,None,5.00
src\main\java\org\jabref\gui\help\SearchForUpdateAction.java,0.00,90.00,0.00,0.00,logic,90.00
src\main\java\org\jabref\gui\help\VersionWorker.java,0.00,90.00,0.00,0.00,logic,90.00
src\main\java\org\jabref\gui\icon\InternalMaterialDesignIcon.java,5.00,4.00,1.00,10.00,None,10.00
src\main\java\org\jabref\gui\icon\IconTheme.java,10.00,25.00,5.00,60.00,preferences,60.00
src\main\java\org\jabref\gui\icon\JabRefIcon.java,5.00,10.00,1.00,20.00,None,20.00
src\main\java\org\jabref\gui\icon\JabrefIconProvider.java,2.00,3.00,0.00,25.00,None,25.00
src\main\java\org\jabref\gui\icon\JabRefIconView.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\org\jabref\gui\icon\JabRefIkonHandler.java,0.00,5.00,0.00,10.00,None,10.00
src\main\java\org\jabref\gui\icon\JabRefMaterialDesignIcon.java,0.00,0.00,0.00,5.00,None,5.00
src\main\java\org\jabref\gui\importer\actions\GUIPostOpenAction.java,5.00,85.00,2.00,8.00,logic,85.00
src\main\java\org\jabref\gui\importer\actions\CheckForNewEntryTypesAction.java,0.00,90.00,0.00,10.00,logic,90.00
src\main\java\org\jabref\gui\importer\actions\MergeReviewIntoCommentAction.java,5.00,85.00,5.00,5.00,logic,85.00
src\main\java\org\jabref\gui\importer\actions\MergeReviewIntoCommentConfirmationDialog.java,0.00,15.00,0.00,0.00,None,15.00
src\main\java\org\jabref\gui\importer\actions\OpenDatabaseAction.java,2.00,70.00,0.00,0.00,logic,70.00
src\main\java\org\jabref\gui\importer\fetcher\WebSearchPaneView.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\importer\fetcher\LookupIdentifierAction.java,0.00,10.00,0.00,0.00,None,10.00
src\main\java\org\jabref\gui\importer\fetcher\WebSearchPaneViewModel.java,5.00,85.00,2.00,3.00,logic,85.00
src\main\java\org\jabref\gui\importer\GenerateEntryFromIdDialog.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\importer\GenerateEntryFromIdAction.java,2.00,25.00,1.00,1.00,None,25.00
src\main\java\org\jabref\gui\importer\GrobidOptInDialogHelper.java,0.00,0.00,0.00,80.00,preferences,80.00
src\main\java\org\jabref\gui\importer\ImportAction.java,5.00,65.00,5.00,5.00,logic,65.00
src\main\java\org\jabref\gui\importer\ImportCommand.java,2.00,55.00,3.00,1.00,logic,55.00
src\main\java\org\jabref\gui\importer\ImportCustomEntryTypesDialog.java,5.00,25.00,0.00,60.00,preferences,60.00
src\main\java\org\jabref\gui\importer\ImportCustomEntryTypesDialogViewModel.java,5.00,85.00,0.00,10.00,logic,85.00
src\main\java\org\jabref\gui\importer\ImportEntriesDialog.java,5.00,25.00,0.00,5.00,None,25.00
src\main\java\org\jabref\gui\importer\ImportEntriesViewModel.java,0.00,93.00,0.00,0.00,logic,93.00
src\main\java\org\jabref\gui\importer\ImporterViewModel.java,5.00,30.00,1.00,1.00,None,30.00
src\main\java\org\jabref\gui\importer\NewDatabaseAction.java,0.00,10.00,0.00,0.00,None,10.00
src\main\java\org\jabref\gui\importer\NewEntryAction.java,5.00,30.00,1.00,2.00,None,30.00
src\main\java\org\jabref\gui\importer\ParserResultWarningDialog.java,5.00,20.00,1.00,1.00,None,20.00
src\main\java\org\jabref\gui\integrity\IntegrityCheckDialog.java,0.00,85.00,0.00,0.00,logic,85.00
src\main\java\org\jabref\gui\integrity\IntegrityCheckAction.java,10.00,70.00,5.00,5.00,logic,70.00
src\main\java\org\jabref\gui\integrity\IntegrityCheckDialogViewModel.java,0.00,15.00,0.00,0.00,None,15.00
src\main\java\org\jabref\gui\journals\AbbreviationType.java,10.00,30.00,5.00,65.00,preferences,65.00
src\main\java\org\jabref\gui\journals\AbbreviateAction.java,5.00,25.00,5.00,65.00,preferences,65.00
src\main\java\org\jabref\gui\journals\UndoableAbbreviator.java,0.00,80.00,0.00,0.00,logic,80.00
src\main\java\org\jabref\gui\journals\UndoableUnabbreviator.java,0.00,15.00,0.00,0.00,None,15.00
src\main\java\org\jabref\gui\keyboard\CodeAreaKeyBindings.java,5.00,10.00,1.00,30.00,None,30.00
src\main\java\org\jabref\gui\keyboard\KeyBinding.java,2.00,10.00,3.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\keyboard\KeyBindingRepository.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\keyboard\KeyBindingCategory.java,15.00,70.00,5.00,10.00,logic,70.00
src\main\java\org\jabref\gui\keyboard\TextInputKeyBindings.java,5.00,10.00,0.00,40.00,None,40.00
src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsPropertiesView.java,5.00,10.00,1.00,84.00,preferences,84.00
src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsItemModel.java,0.00,0.00,0.00,84.00,preferences,84.00
src\main\java\org\jabref\gui\libraryproperties\constants\ConstantsPropertiesViewModel.java,0.00,0.00,0.00,80.00,preferences,80.00
src\main\java\org\jabref\gui\libraryproperties\contentselectors\ContentSelectorViewModel.java,0.00,0.00,0.00,80.00,preferences,80.00
src\main\java\org\jabref\gui\libraryproperties\contentselectors\ContentSelectorView.java,0.00,0.00,0.00,75.00,preferences,75.00
src\main\java\org\jabref\gui\libraryproperties\general\GeneralPropertiesViewModel.java,5.00,10.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\libraryproperties\general\GeneralPropertiesView.java,5.00,10.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\libraryproperties\keypattern\KeyPatternPropertiesViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\libraryproperties\keypattern\KeyPatternPropertiesView.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\libraryproperties\saving\SavingPropertiesViewModel.java,5.00,10.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\libraryproperties\saving\SavingPropertiesView.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\libraryproperties\AbstractPropertiesTabView.java,0.00,0.00,0.00,75.00,preferences,75.00
src\main\java\org\jabref\gui\libraryproperties\LibraryPropertiesAction.java,5.00,20.00,1.00,74.00,preferences,74.00
src\main\java\org\jabref\gui\libraryproperties\LibraryPropertiesViewModel.java,0.00,0.00,0.00,80.00,preferences,80.00
src\main\java\org\jabref\gui\libraryproperties\LibraryPropertiesView.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\libraryproperties\PropertiesTab.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\libraryproperties\PropertiesTabViewModel.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\linkedfile\AttachFileAction.java,0.00,95.00,0.00,5.00,logic,95.00
src\main\java\org\jabref\gui\linkedfile\AttachFileFromURLAction.java,5.00,40.00,2.00,3.00,None,40.00
src\main\java\org\jabref\gui\linkedfile\DeleteFileAction.java,0.00,10.00,0.00,0.00,None,10.00
src\main\java\org\jabref\gui\linkedfile\LinkedFileEditDialogView.java,5.00,75.00,2.00,18.00,logic,75.00
src\main\java\org\jabref\gui\linkedfile\LinkedFilesEditDialogViewModel.java,25.00,60.00,5.00,10.00,logic,60.00
src\main\java\org\jabref\gui\logging\ApplicationInsightsLogEvent.java,5.00,15.00,1.00,2.00,None,15.00
src\main\java\org\jabref\gui\logging\ApplicationInsightsWriter.java,0.00,10.00,5.00,5.00,None,10.00
src\main\java\org\jabref\gui\logging\GuiWriter.java,5.00,85.00,2.00,8.00,logic,85.00
src\main\java\org\jabref\gui\maintable\columns\FieldColumn.java,0.00,5.00,0.00,2.00,None,5.00
src\main\java\org\jabref\gui\maintable\columns\FileColumn.java,0.00,0.00,0.00,25.00,None,25.00
src\main\java\org\jabref\gui\maintable\columns\LibraryColumn.java,2.00,3.00,1.00,15.00,None,15.00
src\main\java\org\jabref\gui\maintable\columns\LinkedIdentifierColumn.java,5.00,10.00,1.00,20.00,None,20.00
src\main\java\org\jabref\gui\maintable\columns\MainTableColumn.java,5.00,3.00,0.00,25.00,None,25.00
src\main\java\org\jabref\gui\maintable\columns\SpecialFieldColumn.java,0.00,25.00,0.00,5.00,None,25.00
src\main\java\org\jabref\gui\maintable\BibEntryTableViewModel.java,65.00,25.00,5.00,5.00,model,65.00
src\main\java\org\jabref\gui\maintable\CellFactory.java,5.00,20.00,0.00,5.00,None,20.00
src\main\java\org\jabref\gui\maintable\ColumnPreferences.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\maintable\MainTable.java,5.00,60.00,1.00,2.00,logic,60.00
src\main\java\org\jabref\gui\maintable\MainTableColumnFactory.java,0.00,0.00,0.00,15.00,None,15.00
src\main\java\org\jabref\gui\maintable\MainTableColumnModel.java,5.00,8.00,2.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\maintable\MainTableDataModel.java,3.00,27.00,0.00,0.00,None,27.00
src\main\java\org\jabref\gui\maintable\MainTableFieldValueFormatter.java,0.00,75.00,0.00,60.00,logic,75.00
src\main\java\org\jabref\gui\maintable\MainTableHeaderContextMenu.java,5.00,10.00,0.00,60.00,preferences,60.00
src\main\java\org\jabref\gui\maintable\MainTablePreferences.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\maintable\NameDisplayPreferences.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\maintable\OpenExternalFileAction.java,0.00,10.00,0.00,0.00,None,10.00
src\main\java\org\jabref\gui\maintable\OpenFolderAction.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\maintable\PersistenceVisualStateTable.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\maintable\OpenUrlAction.java,3.00,10.00,1.00,2.00,None,10.00
src\main\java\org\jabref\gui\maintable\RightClickMenu.java,1.00,15.00,0.00,2.00,None,15.00
src\main\java\org\jabref\gui\maintable\SearchShortScienceAction.java,2.00,15.00,1.00,1.00,None,15.00
src\main\java\org\jabref\gui\maintable\SmartConstrainedResizePolicy.java,1.00,2.00,1.00,6.00,None,6.00
src\main\java\org\jabref\gui\menus\ChangeEntryTypeMenu.java,0.00,85.00,0.00,0.00,logic,85.00
src\main\java\org\jabref\gui\menus\ChangeEntryTypeAction.java,5.00,70.00,1.00,1.00,logic,70.00
src\main\java\org\jabref\gui\menus\FileHistoryMenu.java,5.00,35.00,2.00,8.00,None,35.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\sidebuttons\InfoButton.java,0.00,2.00,0.00,0.00,None,2.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\sidebuttons\ToggleMergeUnmergeButton.java,1.00,10.00,0.00,2.00,None,10.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\FieldNameCell.java,5.00,10.00,1.00,1.00,None,10.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\CopyFieldValueCommand.java,3.00,25.00,1.00,1.00,None,25.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\FieldValueCell.java,5.00,15.00,1.00,1.00,None,15.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\FieldValueCellViewModel.java,5.00,30.00,1.00,4.00,None,30.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\HeaderCell.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\MergedFieldCell.java,1.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\OpenExternalLinkAction.java,5.00,25.00,1.00,1.00,None,25.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\ThreeWayMergeCell.java,2.00,15.00,1.00,1.00,None,15.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\cell\ThreeWayMergeCellViewModel.java,5.00,12.00,1.00,2.00,None,12.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\diffhighlighter\DiffHighlighter.java,5.00,25.00,2.00,2.00,None,25.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\diffhighlighter\SplitDiffHighlighter.java,0.00,30.00,0.00,0.00,None,30.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\diffhighlighter\UnifiedDiffHighlighter.java,5.00,15.00,1.00,1.00,None,15.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\FieldMerger.java,0.00,89.00,0.00,0.00,logic,89.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\CommentMerger.java,0.00,85.00,0.00,0.00,logic,85.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\FileMerger.java,0.00,93.00,0.00,0.00,logic,93.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\FieldMergerFactory.java,10.00,85.00,0.00,5.00,logic,85.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\GroupMerger.java,5.00,20.00,0.00,0.00,None,20.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\fieldsmerger\KeywordMerger.java,5.00,85.00,0.00,0.00,logic,85.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\toolbar\ThreeWayMergeToolbar.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\FieldRowView.java,3.00,42.00,1.00,2.00,None,42.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\DiffMethod.java,5.00,30.00,1.00,2.00,None,30.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\FieldRowViewModel.java,0.00,85.00,0.00,0.00,logic,85.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\GroupDiffMode.java,5.00,86.00,1.00,8.00,logic,86.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\PersonsNameFieldRowView.java,3.00,18.00,1.00,1.00,None,18.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\ShowDiffConfig.java,0.00,80.00,0.00,0.00,logic,80.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\ThreeWayMergeHeaderView.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\ThreeWayMergeView.java,0.00,10.00,0.00,30.00,None,30.00
src\main\java\org\jabref\gui\mergeentries\newmergedialog\ThreeWayMergeViewModel.java,10.00,70.00,5.00,5.00,logic,70.00
src\main\java\org\jabref\gui\mergeentries\DiffHighlighting.java,0.00,20.00,0.00,0.00,None,20.00
src\main\java\org\jabref\gui\mergeentries\DiffHighlightingEllipsingTextFlow.java,5.00,15.00,1.00,2.00,None,15.00
src\main\java\org\jabref\gui\mergeentries\DiffMode.java,5.00,85.00,1.00,9.00,logic,85.00
src\main\java\org\jabref\gui\mergeentries\EntriesMergeResult.java,60.00,20.00,10.00,10.00,model,60.00
src\main\java\org\jabref\gui\mergeentries\FetchAndMergeEntry.java,0.00,90.00,0.00,0.00,logic,90.00
src\main\java\org\jabref\gui\mergeentries\MergeEntriesAction.java,0.00,15.00,0.00,0.00,None,15.00
src\main\java\org\jabref\gui\mergeentries\MergeEntriesDialog.java,0.00,5.00,0.00,0.00,None,5.00
src\main\java\org\jabref\gui\mergeentries\MergeResult.java,20.00,70.00,5.00,5.00,logic,70.00
src\main\java\org\jabref\gui\mergeentries\MergeTwoEntriesAction.java,10.00,80.00,5.00,5.00,logic,80.00
src\main\java\org\jabref\gui\mergeentries\MergeWithFetchedEntryAction.java,5.00,92.00,2.00,1.00,logic,92.00
src\main\java\org\jabref\gui\mergeentries\MultiMergeEntriesViewModel.java,5.00,15.00,1.00,1.00,None,15.00
src\main\java\org\jabref\gui\mergeentries\MultiMergeEntriesView.java,15.00,10.00,0.00,0.00,None,15.00
src\main\java\org\jabref\gui\openoffice\AdvancedCiteDialogViewModel.java,0.00,85.00,0.00,0.00,logic,85.00
src\main\java\org\jabref\gui\openoffice\AdvancedCiteDialogView.java,0.00,10.00,0.00,0.00,None,10.00
src\main\java\org\jabref\gui\openoffice\Bootstrap.java,0.00,90.00,0.00,0.00,logic,90.00
src\main\java\org\jabref\gui\openoffice\DetectOpenOfficeInstallation.java,5.00,15.00,0.00,80.00,preferences,80.00
src\main\java\org\jabref\gui\openoffice\CitationEntryViewModel.java,10.00,60.00,5.00,5.00,logic,60.00
src\main\java\org\jabref\gui\openoffice\ManageCitationsDialogView.java,0.00,8.00,0.00,2.00,None,8.00
src\main\java\org\jabref\gui\openoffice\ManageCitationsDialogViewModel.java,5.00,10.00,2.00,83.00,preferences,83.00
src\main\java\org\jabref\gui\openoffice\OOBibBase.java,5.00,65.00,2.00,3.00,logic,65.00
src\main\java\org\jabref\gui\openoffice\OOBibBaseConnect.java,0.00,75.00,0.00,0.00,logic,75.00
src\main\java\org\jabref\gui\openoffice\OOError.java,5.00,85.00,5.00,5.00,logic,85.00
src\main\java\org\jabref\gui\openoffice\OpenOfficePanel.java,0.00,75.00,0.00,0.00,logic,75.00
src\main\java\org\jabref\gui\openoffice\StyleSelectDialogView.java,5.00,10.00,0.00,35.00,None,35.00
src\main\java\org\jabref\gui\openoffice\StyleSelectDialogViewModel.java,5.00,25.00,2.00,68.00,preferences,68.00
src\main\java\org\jabref\gui\openoffice\StyleSelectItemViewModel.java,5.00,10.00,0.00,25.00,None,25.00
src\main\java\org\jabref\gui\preferences\appearance\AppearanceTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\appearance\AppearanceTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\citationkeypattern\CitationKeyPatternTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\citationkeypattern\CitationKeyPatternTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\customentrytypes\CustomEntryTypesTabViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\customentrytypes\CustomEntryTypesTab.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\customentrytypes\CustomEntryTypeViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\customentrytypes\EntryTypeViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\customentrytypes\FieldViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\customexporter\CustomExporterTabViewModel.java,2.00,2.00,1.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\customexporter\CustomExporterTab.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\customimporter\CustomImporterTabViewModel.java,5.00,10.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\preferences\customimporter\CustomImporterTab.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\preferences\entry\EntryTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\entry\EntryTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\entryeditor\EntryEditorTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\entryeditor\EntryEditorTabViewModel.java,0.00,0.00,0.00,0.00,None,0.00
src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTabViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\entryeditortabs\CustomEditorFieldsTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\external\ExternalTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\external\ExternalTabViewModel.java,0.00,0.00,0.00,84.00,preferences,84.00
src\main\java\org\jabref\gui\preferences\externalfiletypes\EditExternalFileTypeEntryDialog.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\externalfiletypes\EditExternalFileTypeViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\externalfiletypes\ExternalFileTypeItemViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\externalfiletypes\ExternalFileTypesTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\externalfiletypes\ExternalFileTypesTabViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\file\FileTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\file\FileTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\general\GeneralTabViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\general\GeneralTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\groups\GroupsTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\groups\GroupsTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\importexport\ImportExportTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\importexport\ImportExportTabViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\journals\AbbreviationViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\journals\AbbreviationsFileViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\journals\JournalAbbreviationsTab.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\journals\JournalAbbreviationsTabViewModel.java,1.00,1.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\keybindings\presets\BashKeyBindingPreset.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\keybindings\presets\KeyBindingPreset.java,0.00,0.00,0.00,85.00,preferences,85.00
src\main\java\org\jabref\gui\preferences\keybindings\presets\NewEntryBindingPreset.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\keybindings\KeyBindingsTab.java,2.00,2.00,1.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\keybindings\KeyBindingsTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\keybindings\KeyBindingViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\linkedfiles\LinkedFilesTab.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\linkedfiles\LinkedFilesTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\nameformatter\NameFormatterTab.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\nameformatter\NameFormatterItemModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\nameformatter\NameFormatterTabViewModel.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\network\NetworkTab.java,0.00,0.00,0.00,98.00,preferences,98.00
src\main\java\org\jabref\gui\preferences\network\NetworkTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\network\CustomCertificateViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\preview\PreviewTab.java,5.00,10.00,0.00,95.00,preferences,95.00
src\main\java\org\jabref\gui\preferences\preview\PreviewTabViewModel.java,0.00,0.00,0.00,95.00,preferences,95.00
